Forecast_Week,Store_ID,SKU_ID,unique_id,Geography,Region,Cluster,Ownership,Category,Sub_Category,Segment,Attribute_Claim,Brand,List_Price_USD,Unit_Cost_USD,LightGBM_Forecast,Forecast_Lower,Forecast_Upper,Final_Forecast,Selected_Model,Total_Sales,Total_Sales_Lower,Total_Sales_Upper,Total_Margin,Total_Margin_Lower,Total_Margin_Upper
2026-28,ST03,SKU0058,ST03_SKU0058,Northeast,Northeast,Premium Urban,Own,Hair Care,Hair Mask,Mainstream,Sulphate Free,Revynce,19.47,13.24,89.62795046284414,38.96468887246698,135.58075973748694,89.62795046284414,LightGBM,1745.06,758.64,2639.76,558.38,242.75,844.67
2026-23,ST03,SKU0059,ST03_SKU0059,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Argan Oil,NourishLab,9.5,5.61,40.1420862465935,8.69016784272908,82.76365121339245,40.1420862465935,LightGBM,381.35,82.56,786.25,156.15,33.8,321.95
2026-24,ST03,SKU0059,ST03_SKU0059,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Argan Oil,NourishLab,9.5,5.61,42.17851773282595,8.743611689271319,85.16897271910149,42.17851773282595,LightGBM,400.7,83.06,809.11,164.07,34.01,331.31
2026-25,ST03,SKU0059,ST03_SKU0059,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Argan Oil,NourishLab,9.5,5.61,40.33182511886562,10.302857721906097,88.3054721268706,40.33182511886562,LightGBM,383.15,97.88,838.9,156.89,40.08,343.51
2026-26,ST03,SKU0059,ST03_SKU0059,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Argan Oil,NourishLab,9.5,5.61,41.042358846768686,8.90756056980227,81.80829864164167,41.042358846768686,LightGBM,389.9,84.62,777.18,159.65,34.65,318.23
2026-27,ST03,SKU0059,ST03_SKU0059,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Argan Oil,NourishLab,9.5,5.61,38.22828111495949,10.962378553665316,80.44880303386871,38.22828111495949,LightGBM,363.17,104.14,764.26,148.71,42.64,312.95
2026-28,ST03,SKU0059,ST03_SKU0059,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Shampoo,Economy,Argan Oil,NourishLab,9.5,5.61,38.471152637764796,12.372061268826503,76.62850182661529,38.471152637764796,LightGBM,365.48,117.53,727.97,149.65,48.13,298.08
2026-23,ST03,SKU0060,ST03_SKU0060,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,VitalStrand,16.88,11.14,62.63732572651404,20.199238579701607,108.64228488660375,62.63732572651404,LightGBM,1057.32,340.96,1833.88,359.54,115.94,623.61
2026-24,ST03,SKU0060,ST03_SKU0060,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,VitalStrand,16.88,11.14,59.39276524997534,20.299760989699067,105.93710739347885,59.39276524997534,LightGBM,1002.55,342.66,1788.22,340.91,116.52,608.08
2026-25,ST03,SKU0060,ST03_SKU0060,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,VitalStrand,16.88,11.14,65.15111593848046,24.885839021345888,118.50563564084084,65.15111593848046,LightGBM,1099.75,420.07,2000.38,373.97,142.84,680.22
2026-26,ST03,SKU0060,ST03_SKU0060,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,VitalStrand,16.88,11.14,68.93012352459658,25.547756155231585,120.22118677179388,68.93012352459658,LightGBM,1163.54,431.25,2029.33,395.66,146.64,690.07
2026-27,ST03,SKU0060,ST03_SKU0060,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,VitalStrand,16.88,11.14,72.93409562020999,26.674745166569636,117.14946864946964,72.93409562020999,LightGBM,1231.13,450.27,1977.48,418.64,153.11,672.44
2026-28,ST03,SKU0060,ST03_SKU0060,Northeast,Northeast,Premium Urban,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,VitalStrand,16.88,11.14,72.05323068358864,28.984111189561126,117.42626773778512,72.05323068358864,LightGBM,1216.26,489.25,1982.16,413.59,166.37,674.03
2026-23,ST04,SKU0001,ST04_SKU0001,Southeast,Southeast,Emerging Growth,Own,Hair Care,Shampoo,Economy,Color Protection,EarthTress,11.99,8.15,17.124704888797428,0.7717160794369484,49.913810626875915,17.124704888797428,LightGBM,205.33,9.25,598.47,65.76,2.96,191.67
2026-24,ST04,SKU0001,ST04_SKU0001,Southeast,Southeast,Emerging Growth,Own,Hair Care,Shampoo,Economy,Color Protection,EarthTress,11.99,8.15,17.714027586084743,0.3822097533380972,63.04418761963118,17.714027586084743,LightGBM,212.39,4.58,755.9,68.02,1.47,242.09
2026-25,ST04,SKU0001,ST04_SKU0001,Southeast,Southeast,Emerging Growth,Own,Hair Care,Shampoo,Economy,Color Protection,EarthTress,11.99,8.15,20.341094413058542,0.9388407713235314,48.69353099350244,20.341094413058542,LightGBM,243.89,11.26,583.84,78.11,3.61,186.98
2026-26,ST04,SKU0001,ST04_SKU0001,Southeast,Southeast,Emerging Growth,Own,Hair Care,Shampoo,Economy,Color Protection,EarthTress,11.99,8.15,20.77410376394195,0.9676435422676448,49.88788292100795,20.77410376394195,LightGBM,249.08,11.6,598.16,79.77,3.72,191.57
2026-27,ST04,SKU0001,ST04_SKU0001,Southeast,Southeast,Emerging Growth,Own,Hair Care,Shampoo,Economy,Color Protection,EarthTress,11.99,8.15,15.90183775688538,2.7715544384165183,40.199635181152914,15.90183775688538,LightGBM,190.66,33.23,481.99,61.06,10.64,154.37
2026-28,ST04,SKU0001,ST04_SKU0001,Southeast,Southeast,Emerging Growth,Own,Hair Care,Shampoo,Economy,Color Protection,EarthTress,11.99,8.15,16.880045417151855,2.3657414514453294,42.260382101184305,16.880045417151855,LightGBM,202.39,28.37,506.7,64.82,9.08,162.28
2026-23,ST04,SKU0002,ST04_SKU0002,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Sulphate Free,EarthTress,37.29,23.12,400.702148445826,259.2834433826118,466.97343311560303,400.702148445826,LightGBM,14942.18,9668.68,17413.44,5677.95,3674.05,6617.01
2026-24,ST04,SKU0002,ST04_SKU0002,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Sulphate Free,EarthTress,37.29,23.12,419.0399596268039,261.07798109244953,480.40957705278794,419.0399596268039,LightGBM,15626.0,9735.6,17914.47,5937.8,3699.47,6807.4
2026-25,ST04,SKU0002,ST04_SKU0002,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Sulphate Free,EarthTress,37.29,23.12,397.09220153282797,264.6868887226686,479.5850683151941,397.09220153282797,LightGBM,14807.57,9870.17,17883.73,5626.8,3750.61,6795.72
2026-26,ST04,SKU0002,ST04_SKU0002,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Sulphate Free,EarthTress,37.29,23.12,484.9404968467386,277.4272043001241,530.2787135137451,484.9404968467386,LightGBM,18083.43,10345.26,19774.09,6871.61,3931.14,7514.05
2026-27,ST04,SKU0002,ST04_SKU0002,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Sulphate Free,EarthTress,37.29,23.12,424.4285687100484,267.74028317679915,538.8763466533272,424.4285687100484,LightGBM,15826.94,9984.04,20094.7,6014.15,3793.88,7635.88
2026-28,ST04,SKU0002,ST04_SKU0002,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Sulphate Free,EarthTress,37.29,23.12,403.11975482424054,269.5314730646675,554.8531904529226,403.11975482424054,LightGBM,15032.34,10050.83,20690.48,5712.21,3819.26,7862.27
2026-23,ST04,SKU0003,ST04_SKU0003,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Mainstream,Anti Hair Fall,VitalStrand,15.46,11.13,13.024871562528785,0.0,27.095038902433195,13.024871562528785,LightGBM,201.36,0.0,418.89,56.4,0.0,117.32
2026-24,ST04,SKU0003,ST04_SKU0003,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Mainstream,Anti Hair Fall,VitalStrand,15.46,11.13,13.703880269367648,0.0,46.82660973195298,13.703880269367648,LightGBM,211.86,0.0,723.94,59.34,0.0,202.76
2026-25,ST04,SKU0003,ST04_SKU0003,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Mainstream,Anti Hair Fall,VitalStrand,15.46,11.13,14.439582731223272,0.0,38.04755005748178,14.439582731223272,LightGBM,223.24,0.0,588.22,62.52,0.0,164.75
2026-26,ST04,SKU0003,ST04_SKU0003,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Mainstream,Anti Hair Fall,VitalStrand,15.46,11.13,16.92442729152937,0.14290382363241333,34.66920458953455,16.92442729152937,LightGBM,261.65,2.21,535.99,73.28,0.62,150.12
2026-27,ST04,SKU0003,ST04_SKU0003,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Mainstream,Anti Hair Fall,VitalStrand,15.46,11.13,12.78830281453742,1.502097048330606,24.745550036620763,12.78830281453742,LightGBM,197.71,23.22,382.57,55.37,6.5,107.15
2026-28,ST04,SKU0003,ST04_SKU0003,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Mainstream,Anti Hair Fall,VitalStrand,15.46,11.13,12.78830281453742,1.9250984345491067,30.521534138888406,12.78830281453742,LightGBM,197.71,29.76,471.86,55.37,8.34,132.16
2026-23,ST04,SKU0004,ST04_SKU0004,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Treatment,Economy,Anti Hair Fall,PureMane,14.67,11.0,12.835486023688805,0.0,30.93906919199575,12.835486023688805,LightGBM,188.3,0.0,453.88,47.11,0.0,113.55
2026-24,ST04,SKU0004,ST04_SKU0004,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Treatment,Economy,Anti Hair Fall,PureMane,14.67,11.0,14.224039500494653,0.0008915601120032053,40.02268764985883,14.224039500494653,LightGBM,208.67,0.01,587.13,52.2,0.0,146.88
2026-25,ST04,SKU0004,ST04_SKU0004,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Treatment,Economy,Anti Hair Fall,PureMane,14.67,11.0,15.144545091504574,0.1630655192300064,32.471127654323894,15.144545091504574,LightGBM,222.17,2.39,476.35,55.58,0.6,119.17
2026-26,ST04,SKU0004,ST04_SKU0004,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Treatment,Economy,Anti Hair Fall,PureMane,14.67,11.0,14.368324008097641,0.23296065362240853,40.48621494042631,14.368324008097641,LightGBM,210.78,3.42,593.93,52.73,0.85,148.58
2026-27,ST04,SKU0004,ST04_SKU0004,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Treatment,Economy,Anti Hair Fall,PureMane,14.67,11.0,12.487072028938147,1.6946435751792706,33.522691793985004,12.487072028938147,LightGBM,183.19,24.86,491.78,45.83,6.22,123.03
2026-28,ST04,SKU0004,ST04_SKU0004,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Treatment,Economy,Anti Hair Fall,PureMane,14.67,11.0,11.706598659039084,2.3029021567141306,30.08970401977271,11.706598659039084,LightGBM,171.74,33.78,441.42,42.96,8.45,110.43
2026-23,ST04,SKU0005,ST04_SKU0005,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Herbal,Lustra Botanix,8.41,6.81,10.30064856723212,0.0,26.158665214980743,10.30064856723212,LightGBM,86.63,0.0,219.99,16.48,0.0,41.85
2026-24,ST04,SKU0005,ST04_SKU0005,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Herbal,Lustra Botanix,8.41,6.81,10.694397315509896,0.010843174032831788,35.65219462311104,10.694397315509896,LightGBM,89.94,0.09,299.83,17.11,0.02,57.04
2026-25,ST04,SKU0005,ST04_SKU0005,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Herbal,Lustra Botanix,8.41,6.81,12.571752987775527,0.0,34.415474662356736,12.571752987775527,LightGBM,105.73,0.0,289.43,20.11,0.0,55.06
2026-26,ST04,SKU0005,ST04_SKU0005,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Herbal,Lustra Botanix,8.41,6.81,15.417192556169436,0.0,42.37422221883856,15.417192556169436,LightGBM,129.66,0.0,356.37,24.67,0.0,67.8
2026-27,ST04,SKU0005,ST04_SKU0005,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Herbal,Lustra Botanix,8.41,6.81,12.017366643617388,0.3151775788036157,28.1985061697726,12.017366643617388,LightGBM,101.07,2.65,237.15,19.23,0.5,45.12
2026-28,ST04,SKU0005,ST04_SKU0005,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Herbal,Lustra Botanix,8.41,6.81,11.236893273718321,2.0721930392527086,27.982956342371605,11.236893273718321,LightGBM,94.5,17.43,235.34,17.98,3.32,44.77
2026-23,ST04,SKU0006,ST04_SKU0006,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Premium,Color Protection,GlossRoot,39.14,30.14,376.64846069461004,256.26465376506513,505.0637761805494,376.64846069461004,LightGBM,14742.02,10030.2,19768.2,3389.84,2306.38,4545.57
2026-24,ST04,SKU0006,ST04_SKU0006,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Premium,Color Protection,GlossRoot,39.14,30.14,402.70875821008076,257.3419119015228,524.995577967188,402.70875821008076,LightGBM,15762.02,10072.36,20548.33,3624.38,2316.08,4724.96
2026-25,ST04,SKU0006,ST04_SKU0006,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Premium,Color Protection,GlossRoot,39.14,30.14,397.9715592145316,259.71221499030867,502.9587003269119,397.9715592145316,LightGBM,15576.61,10165.14,19685.8,3581.74,2337.41,4526.63
2026-26,ST04,SKU0006,ST04_SKU0006,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Premium,Color Protection,GlossRoot,39.14,30.14,412.0863569371076,273.7911756093614,534.4752140759093,412.0863569371076,LightGBM,16129.06,10716.19,20919.36,3708.78,2464.12,4810.28
2026-27,ST04,SKU0006,ST04_SKU0006,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Premium,Color Protection,GlossRoot,39.14,30.14,413.8489501080169,272.0471663169373,533.1163726146514,413.8489501080169,LightGBM,16198.05,10647.93,20866.17,3724.64,2448.42,4798.05
2026-28,ST04,SKU0006,ST04_SKU0006,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Premium,Color Protection,GlossRoot,39.14,30.14,413.1350711276895,267.44629357193577,545.217259594292,413.1350711276895,LightGBM,16170.11,10467.85,21339.8,3718.22,2407.02,4906.96
2026-23,ST04,SKU0007,ST04_SKU0007,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Mainstream,Color Protection,EarthTress,16.36,10.14,38.36500117859839,7.368439932468459,70.81717574646353,38.36500117859839,LightGBM,627.65,120.55,1158.57,238.63,45.83,440.48
2026-24,ST04,SKU0007,ST04_SKU0007,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Mainstream,Color Protection,EarthTress,16.36,10.14,39.01410428101697,7.437878625707545,73.722875330948,39.01410428101697,LightGBM,638.27,121.68,1206.11,242.67,46.26,458.56
2026-25,ST04,SKU0007,ST04_SKU0007,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Mainstream,Color Protection,EarthTress,16.36,10.14,38.66384655003836,7.8007444828900265,76.1726626311539,38.66384655003836,LightGBM,632.54,127.62,1246.18,240.49,48.52,473.79
2026-26,ST04,SKU0007,ST04_SKU0007,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Mainstream,Color Protection,EarthTress,16.36,10.14,39.43957816819399,8.471807316014042,74.8600760590261,39.43957816819399,LightGBM,645.23,138.6,1224.71,245.31,52.69,465.63
2026-27,ST04,SKU0007,ST04_SKU0007,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Mainstream,Color Protection,EarthTress,16.36,10.14,39.410042387157375,10.942132830680723,73.83607118218943,39.410042387157375,LightGBM,644.75,179.01,1207.96,245.13,68.06,459.26
2026-28,ST04,SKU0007,ST04_SKU0007,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Mainstream,Color Protection,EarthTress,16.36,10.14,39.410042387157375,12.406460258056306,73.47171720042843,39.410042387157375,LightGBM,644.75,202.97,1202.0,245.13,77.17,456.99
2026-23,ST04,SKU0008,ST04_SKU0008,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Color Protection,Lustra Botanix,14.08,8.59,9.035165656696348,0.068773579816063,35.88788494658214,9.035165656696348,LightGBM,127.22,0.97,505.3,49.6,0.38,197.02
2026-24,ST04,SKU0008,ST04_SKU0008,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Color Protection,Lustra Botanix,14.08,8.59,11.718271883212621,0.0,44.58771924499209,11.718271883212621,LightGBM,164.99,0.0,627.8,64.33,0.0,244.79
2026-25,ST04,SKU0008,ST04_SKU0008,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Color Protection,Lustra Botanix,14.08,8.59,13.794639349807351,0.0,35.97317357595557,13.794639349807351,LightGBM,194.23,0.0,506.5,75.73,0.0,197.49
2026-26,ST04,SKU0008,ST04_SKU0008,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Color Protection,Lustra Botanix,14.08,8.59,16.640078918201276,0.0,39.075181088411725,16.640078918201276,LightGBM,234.29,0.0,550.18,91.35,0.0,214.52
2026-27,ST04,SKU0008,ST04_SKU0008,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Color Protection,Lustra Botanix,14.08,8.59,13.905495278901228,0.13002748882157722,33.87500263066563,13.905495278901228,LightGBM,195.79,1.83,476.96,76.34,0.71,185.97
2026-28,ST04,SKU0008,ST04_SKU0008,Southeast,Southeast,Emerging Growth,Own,Hair Care,Treatment,Economy,Color Protection,Lustra Botanix,14.08,8.59,14.011189176569244,2.0588234961799934,34.69685707120604,14.011189176569244,LightGBM,197.28,28.99,488.53,76.92,11.3,190.49
2026-23,ST04,SKU0009,ST04_SKU0009,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Mask,Mainstream,Herbal,SilkenAura,22.39,14.78,80.8479108248791,28.343945644178437,131.2380156844651,80.8479108248791,LightGBM,1810.18,634.62,2938.42,615.25,215.7,998.72
2026-24,ST04,SKU0009,ST04_SKU0009,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Mask,Mainstream,Herbal,SilkenAura,22.39,14.78,82.32759819563869,30.771804073053218,129.2326502101264,82.32759819563869,LightGBM,1843.31,688.98,2893.52,626.51,234.17,983.46
2026-25,ST04,SKU0009,ST04_SKU0009,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Mask,Mainstream,Herbal,SilkenAura,22.39,14.78,79.57143070162316,34.84586860441467,138.602878938528,79.57143070162316,LightGBM,1781.6,780.2,3103.32,605.54,265.18,1054.77
2026-26,ST04,SKU0009,ST04_SKU0009,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Mask,Mainstream,Herbal,SilkenAura,22.39,14.78,76.46102090422566,28.783060405804083,127.0764030388009,76.46102090422566,LightGBM,1711.96,644.45,2845.24,581.87,219.04,967.05
2026-27,ST04,SKU0009,ST04_SKU0009,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Mask,Mainstream,Herbal,SilkenAura,22.39,14.78,83.70192086380347,30.635116932862864,132.41473148952468,83.70192086380347,LightGBM,1874.09,685.92,2964.77,636.97,233.13,1007.68
2026-28,ST04,SKU0009,ST04_SKU0009,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Mask,Mainstream,Herbal,SilkenAura,22.39,14.78,84.25544083094978,32.89965108969353,134.45240322697046,84.25544083094978,LightGBM,1886.48,736.62,3010.39,641.18,250.37,1023.18
2026-23,ST04,SKU0010,ST04_SKU0010,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Argan Oil,EarthTress,31.41,22.93,425.97282335390594,256.6160609787985,559.4856194268981,425.97282335390594,LightGBM,13379.81,8060.31,17573.44,3612.25,2176.1,4744.44
2026-24,ST04,SKU0010,ST04_SKU0010,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Argan Oil,EarthTress,31.41,22.93,388.62833337254193,264.70539152287324,555.8152480888176,388.62833337254193,LightGBM,12206.82,8314.4,17458.16,3295.57,2244.7,4713.31
2026-25,ST04,SKU0010,ST04_SKU0010,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Argan Oil,EarthTress,31.41,22.93,392.1088742762481,262.5682116592655,559.117810297567,392.1088742762481,LightGBM,12316.14,8247.27,17561.89,3325.08,2226.58,4741.32
2026-26,ST04,SKU0010,ST04_SKU0010,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Argan Oil,EarthTress,31.41,22.93,414.3235833002047,261.18325461869034,556.7985487993101,414.3235833002047,LightGBM,13013.9,8203.77,17489.04,3513.46,2214.83,4721.65
2026-27,ST04,SKU0010,ST04_SKU0010,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Argan Oil,EarthTress,31.41,22.93,444.2766312107807,274.9419086215667,550.5377210292712,444.2766312107807,LightGBM,13954.73,8635.93,17292.39,3767.47,2331.51,4668.56
2026-28,ST04,SKU0010,ST04_SKU0010,Southeast,Southeast,Emerging Growth,Own,Hair Care,Hair Color,Premium,Argan Oil,EarthTress,31.41,22.93,453.30349070417714,276.5735036784623,548.345158933943,453.30349070417714,LightGBM,14238.26,8687.17,17223.52,3844.01,2345.34,4649.97
2026-23,ST04,SKU0011,ST04_SKU0011,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,NourishLab,16.06,10.92,24.00585870120903,0.0,52.65278333990896,24.00585870120903,LightGBM,385.53,0.0,845.6,123.39,0.0,270.64
2026-24,ST04,SKU0011,ST04_SKU0011,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,NourishLab,16.06,10.92,22.997013912224716,0.17613889206420688,50.107159824441716,22.997013912224716,LightGBM,369.33,2.83,804.72,118.2,0.91,257.55
2026-25,ST04,SKU0011,ST04_SKU0011,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,NourishLab,16.06,10.92,26.838254883702753,0.01092501006897358,60.259443718239744,26.838254883702753,LightGBM,431.02,0.18,967.77,137.95,0.06,309.73
2026-26,ST04,SKU0011,ST04_SKU0011,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,NourishLab,16.06,10.92,28.47373789545462,0.3369988653325877,58.15580971880097,28.47373789545462,LightGBM,457.29,5.41,933.98,146.36,1.73,298.92
2026-27,ST04,SKU0011,ST04_SKU0011,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,NourishLab,16.06,10.92,22.335160840223132,1.292735188384772,46.665515334061745,22.335160840223132,LightGBM,358.7,20.76,749.45,114.8,6.64,239.86
2026-28,ST04,SKU0011,ST04_SKU0011,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,NourishLab,16.06,10.92,27.27537727396185,2.7149103827223073,52.11096820273919,27.27537727396185,LightGBM,438.04,43.6,836.9,140.2,13.95,267.85
2026-23,ST04,SKU0012,ST04_SKU0012,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Color Protection,GlossRoot,17.19,10.31,18.173538120072408,0.0,41.08137221714084,18.173538120072408,LightGBM,312.4,0.0,706.19,125.03,0.0,282.64
2026-24,ST04,SKU0012,ST04_SKU0012,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Color Protection,GlossRoot,17.19,10.31,17.159604380274885,0.0,42.46540272979787,17.159604380274885,LightGBM,294.97,0.0,729.98,118.06,0.0,292.16
2026-25,ST04,SKU0012,ST04_SKU0012,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Color Protection,GlossRoot,17.19,10.31,18.436499438844216,0.037504871253121116,45.240333934119676,18.436499438844216,LightGBM,316.92,0.64,777.68,126.84,0.26,311.25
2026-26,ST04,SKU0012,ST04_SKU0012,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Color Protection,GlossRoot,17.19,10.31,19.2054175649535,0.03511844150530364,46.52232423270007,19.2054175649535,LightGBM,330.14,0.6,799.72,132.13,0.24,320.07
2026-27,ST04,SKU0012,ST04_SKU0012,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Color Protection,GlossRoot,17.19,10.31,16.092175804190493,2.88469361497654,40.985791707484786,16.092175804190493,LightGBM,276.62,49.59,704.55,110.71,19.85,281.98
2026-28,ST04,SKU0012,ST04_SKU0012,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Color Protection,GlossRoot,17.19,10.31,16.092175804190493,2.762937023370333,38.699537671804634,16.092175804190493,LightGBM,276.62,47.49,665.25,110.71,19.01,266.25
2026-23,ST04,SKU0013,ST04_SKU0013,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Argan Oil,SilkenAura,27.4,21.92,674.378270267726,457.92667355460884,801.8220416638603,674.378270267726,LightGBM,18477.96,12547.19,21969.92,3695.59,2509.44,4393.98
2026-24,ST04,SKU0013,ST04_SKU0013,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Argan Oil,SilkenAura,27.4,21.92,682.6435734653542,453.0643168603952,873.4921015829258,682.6435734653542,LightGBM,18704.43,12413.96,23933.68,3740.89,2482.79,4786.74
2026-25,ST04,SKU0013,ST04_SKU0013,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Argan Oil,SilkenAura,27.4,21.92,726.3755194789485,459.2028714692565,877.6697635606456,726.3755194789485,LightGBM,19902.69,12582.16,24048.15,3980.54,2516.43,4809.63
2026-26,ST04,SKU0013,ST04_SKU0013,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Argan Oil,SilkenAura,27.4,21.92,704.8148422571451,459.6376362580928,866.0890319880342,704.8148422571451,LightGBM,19311.93,12594.07,23730.84,3862.39,2518.81,4746.17
2026-27,ST04,SKU0013,ST04_SKU0013,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Argan Oil,SilkenAura,27.4,21.92,759.3008989866813,475.253589787318,905.9012675898408,759.3008989866813,LightGBM,20804.84,13021.95,24821.69,4160.97,2604.39,4964.34
2026-28,ST04,SKU0013,ST04_SKU0013,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Serum,Mainstream,Argan Oil,SilkenAura,27.4,21.92,699.8018407431081,474.43234064441697,844.9875447410271,699.8018407431081,LightGBM,19174.57,12999.45,23152.66,3834.91,2599.89,4630.53
2026-23,ST04,SKU0014,ST04_SKU0014,Southeast,Southeast,Emerging Growth,Competitor,Hair Care,Hair Color,Mainstream,Color Protection,VitalStrand,15.97,12.14,6.364288973259085,0.000502744361038215,26.826752678839252,6.364288973259085,LightGBM,101.64,0.01,428.42,24.38,0.0,102.75
