Year_WK,Store_ID,SKU_ID,Quantity_Sold,Quantity_Available
2026-17,ST03,SKU0007,31,0
2026-18,ST03,SKU0007,135,152
2026-19,ST03,SKU0007,24,94
2026-20,ST03,SKU0007,32,31
2026-21,ST03,SKU0007,49,175
2026-22,ST03,SKU0007,35,120
2025-22,ST03,SKU0008,0,0
2025-23,ST03,SKU0008,0,0
2025-24,ST03,SKU0008,0,0
2025-25,ST03,SKU0008,0,0
2025-26,ST03,SKU0008,0,0
2025-27,ST03,SKU0008,0,0
2025-28,ST03,SKU0008,0,0
2025-29,ST03,SKU0008,0,0
2025-30,ST03,SKU0008,0,0
2025-31,ST03,SKU0008,0,0
2025-32,ST03,SKU0008,0,0
2025-33,ST03,SKU0008,0,0
2025-34,ST03,SKU0008,0,0
2025-35,ST03,SKU0008,0,0
2025-36,ST03,SKU0008,0,0
2025-37,ST03,SKU0008,0,0
2025-38,ST03,SKU0008,0,0
2025-39,ST03,SKU0008,0,0
2025-40,ST03,SKU0008,0,0
2025-41,ST03,SKU0008,0,0
2025-42,ST03,SKU0008,0,0
2025-43,ST03,SKU0008,0,0
2025-44,ST03,SKU0008,0,0
2025-45,ST03,SKU0008,0,0
2025-46,ST03,SKU0008,0,0
2025-47,ST03,SKU0008,0,0
2025-48,ST03,SKU0008,0,0
2025-49,ST03,SKU0008,0,0
2025-50,ST03,SKU0008,0,0
2025-51,ST03,SKU0008,0,0
2025-52,ST03,SKU0008,0,0
2026-01,ST03,SKU0008,2,0
2026-02,ST03,SKU0008,0,0
2026-03,ST03,SKU0008,35,0
2026-04,ST03,SKU0008,0,0
2026-05,ST03,SKU0008,73,0
2026-06,ST03,SKU0008,0,0
2026-07,ST03,SKU0008,22,0
2026-08,ST03,SKU0008,1,0
2026-09,ST03,SKU0008,50,0
2026-10,ST03,SKU0008,0,0
2026-11,ST03,SKU0008,91,0
2026-12,ST03,SKU0008,29,0
2026-13,ST03,SKU0008,7,0
2026-14,ST03,SKU0008,24,0
2026-15,ST03,SKU0008,23,0
2026-16,ST03,SKU0008,72,0
2026-17,ST03,SKU0008,15,0
2026-18,ST03,SKU0008,0,0
2026-19,ST03,SKU0008,0,0
2026-20,ST03,SKU0008,18,0
2026-21,ST03,SKU0008,0,0
2026-22,ST03,SKU0008,29,0
2025-22,ST03,SKU0009,12,106
2025-23,ST03,SKU0009,31,6
2025-24,ST03,SKU0009,99,216
2025-25,ST03,SKU0009,106,102
2025-26,ST03,SKU0009,50,324
2025-27,ST03,SKU0009,64,218
2025-28,ST03,SKU0009,97,105
2025-29,ST03,SKU0009,43,340
2025-30,ST03,SKU0009,67,219
2025-31,ST03,SKU0009,43,104
2025-32,ST03,SKU0009,129,6
2025-33,ST03,SKU0009,45,259
2025-34,ST03,SKU0009,28,146
2025-35,ST03,SKU0009,63,60
2025-36,ST03,SKU0009,127,278
2025-37,ST03,SKU0009,5,178
2025-38,ST03,SKU0009,116,67
2025-39,ST03,SKU0009,41,318
2025-40,ST03,SKU0009,107,216
2025-41,ST03,SKU0009,78,124
2025-42,ST03,SKU0009,43,29
2025-43,ST03,SKU0009,63,263
2025-44,ST03,SKU0009,53,157
2025-45,ST03,SKU0009,24,57
2025-46,ST03,SKU0009,82,289
2025-47,ST03,SKU0009,20,177
2025-48,ST03,SKU0009,36,68
2025-49,ST03,SKU0009,40,305
2025-50,ST03,SKU0009,46,200
2025-51,ST03,SKU0009,61,95
2025-52,ST03,SKU0009,45,328
2026-01,ST03,SKU0009,129,227
2026-02,ST03,SKU0009,129,121
2026-03,ST03,SKU0009,95,299
2026-04,ST03,SKU0009,108,198
2026-05,ST03,SKU0009,148,98
2026-06,ST03,SKU0009,45,338
2026-07,ST03,SKU0009,205,236
2026-08,ST03,SKU0009,99,125
2026-09,ST03,SKU0009,37,24
2026-10,ST03,SKU0009,210,233
2026-11,ST03,SKU0009,186,116
2026-12,ST03,SKU0009,57,15
2026-13,ST03,SKU0009,91,248
2026-14,ST03,SKU0009,130,145
2026-15,ST03,SKU0009,184,55
2026-16,ST03,SKU0009,103,257
2026-17,ST03,SKU0009,217,155
2026-18,ST03,SKU0009,46,114
2026-19,ST03,SKU0009,156,2
2026-20,ST03,SKU0009,121,230
2026-21,ST03,SKU0009,94,125
2026-22,ST03,SKU0009,117,356
2025-22,ST03,SKU0010,74,2252
2025-23,ST03,SKU0010,354,1877
2025-24,ST03,SKU0010,510,1509
2025-25,ST03,SKU0010,220,1131
2025-26,ST03,SKU0010,482,756
2025-27,ST03,SKU0010,302,389
2025-28,ST03,SKU0010,205,6
2025-29,ST03,SKU0010,556,2075
2025-30,ST03,SKU0010,399,1669
2025-31,ST03,SKU0010,485,1341
2025-32,ST03,SKU0010,326,959
2025-33,ST03,SKU0010,197,590
2025-34,ST03,SKU0010,337,237
2025-35,ST03,SKU0010,212,2049
2025-36,ST03,SKU0010,146,1677
2025-37,ST03,SKU0010,419,1319
2025-38,ST03,SKU0010,333,990
2025-39,ST03,SKU0010,226,644
2025-40,ST03,SKU0010,370,269
2025-41,ST03,SKU0010,464,2170
2025-42,ST03,SKU0010,237,1779
2025-43,ST03,SKU0010,340,1400
2025-44,ST03,SKU0010,404,986
2025-45,ST03,SKU0010,384,643
2025-46,ST03,SKU0010,411,261
2025-47,ST03,SKU0010,484,2147
2025-48,ST03,SKU0010,503,1766
2025-49,ST03,SKU0010,313,1410
2025-50,ST03,SKU0010,442,1045
2025-51,ST03,SKU0010,310,659
2025-52,ST03,SKU0010,201,333
2026-01,ST03,SKU0010,490,16
2026-02,ST03,SKU0010,328,768
2026-03,ST03,SKU0010,493,391
2026-04,ST03,SKU0010,340,28
2026-05,ST03,SKU0010,252,2054
2026-06,ST03,SKU0010,333,362
2026-07,ST03,SKU0010,251,1431
2026-08,ST03,SKU0010,250,1372
2026-09,ST03,SKU0010,461,982
2026-10,ST03,SKU0010,375,641
2026-11,ST03,SKU0010,266,266
2026-12,ST03,SKU0010,526,2148
2026-13,ST03,SKU0010,428,1765
2026-14,ST03,SKU0010,315,1405
2026-15,ST03,SKU0010,425,285
2026-16,ST03,SKU0010,567,1301
2026-17,ST03,SKU0010,385,913
2026-18,ST03,SKU0010,386,551
2026-19,ST03,SKU0010,374,1038
2026-20,ST03,SKU0010,285,658
2026-21,ST03,SKU0010,359,285
2026-22,ST03,SKU0010,398,2189
2025-22,ST03,SKU0011,0,8
2025-23,ST03,SKU0011,6,4
2025-24,ST03,SKU0011,0,1
2025-25,ST03,SKU0011,0,12
2025-26,ST03,SKU0011,3,10
2025-27,ST03,SKU0011,0,7
2025-28,ST03,SKU0011,3,2
2025-29,ST03,SKU0011,3,12
2025-30,ST03,SKU0011,0,13
2025-31,ST03,SKU0011,2,12
2025-32,ST03,SKU0011,1,10
2025-33,ST03,SKU0011,1,7
2025-34,ST03,SKU0011,4,2
2025-35,ST03,SKU0011,1,10
2025-36,ST03,SKU0011,0,5
2025-37,ST03,SKU0011,1,4
2025-38,ST03,SKU0011,1,1
2025-39,ST03,SKU0011,0,12
2025-40,ST03,SKU0011,0,7
2025-41,ST03,SKU0011,4,4
2025-42,ST03,SKU0011,1,1
2025-43,ST03,SKU0011,0,12
2025-44,ST03,SKU0011,2,8
2025-45,ST03,SKU0011,3,5
2025-46,ST03,SKU0011,0,2
2025-47,ST03,SKU0011,1,0
2025-48,ST03,SKU0011,0,11
2025-49,ST03,SKU0011,5,8
2025-50,ST03,SKU0011,0,7
2025-51,ST03,SKU0011,3,5
2025-52,ST03,SKU0011,1,2
2026-01,ST03,SKU0011,3,13
2026-02,ST03,SKU0011,8,10
2026-03,ST03,SKU0011,8,8
2026-04,ST03,SKU0011,13,5
2026-05,ST03,SKU0011,1,2
2026-06,ST03,SKU0011,10,4
2026-07,ST03,SKU0011,13,12
2026-08,ST03,SKU0011,0,10
2026-09,ST03,SKU0011,8,7
2026-10,ST03,SKU0011,6,3
2026-11,ST03,SKU0011,2,11
2026-12,ST03,SKU0011,11,9
2026-13,ST03,SKU0011,10,6
2026-14,ST03,SKU0011,4,3
2026-15,ST03,SKU0011,10,11
2026-16,ST03,SKU0011,15,10
2026-17,ST03,SKU0011,3,7
2026-18,ST03,SKU0011,5,6
2026-19,ST03,SKU0011,1,4
2026-20,ST03,SKU0011,2,2
2026-21,ST03,SKU0011,6,13
2026-22,ST03,SKU0011,10,11
2025-22,ST03,SKU0012,0,0
2025-23,ST03,SKU0012,0,0
2025-24,ST03,SKU0012,0,0
2025-25,ST03,SKU0012,0,0
2025-26,ST03,SKU0012,0,0
2025-27,ST03,SKU0012,0,0
2025-28,ST03,SKU0012,0,0
2025-29,ST03,SKU0012,0,0
2025-30,ST03,SKU0012,0,0
2025-31,ST03,SKU0012,0,0
2025-32,ST03,SKU0012,0,0
2025-33,ST03,SKU0012,0,0
2025-34,ST03,SKU0012,0,0
2025-35,ST03,SKU0012,0,0
2025-36,ST03,SKU0012,0,0
2025-37,ST03,SKU0012,0,0
2025-38,ST03,SKU0012,0,0
2025-39,ST03,SKU0012,0,0
2025-40,ST03,SKU0012,0,0
2025-41,ST03,SKU0012,0,0
2025-42,ST03,SKU0012,0,0
2025-43,ST03,SKU0012,0,0
2025-44,ST03,SKU0012,0,0
2025-45,ST03,SKU0012,0,0
2025-46,ST03,SKU0012,0,0
2025-47,ST03,SKU0012,0,0
2025-48,ST03,SKU0012,0,0
2025-49,ST03,SKU0012,0,0
2025-50,ST03,SKU0012,0,0
2025-51,ST03,SKU0012,0,0
2025-52,ST03,SKU0012,0,0
2026-01,ST03,SKU0012,23,0
2026-02,ST03,SKU0012,3,0
2026-03,ST03,SKU0012,10,0
2026-04,ST03,SKU0012,44,0
2026-05,ST03,SKU0012,59,0
2026-06,ST03,SKU0012,45,0
2026-07,ST03,SKU0012,0,0
2026-08,ST03,SKU0012,24,0
2026-09,ST03,SKU0012,0,0
2026-10,ST03,SKU0012,5,0
2026-11,ST03,SKU0012,5,0
2026-12,ST03,SKU0012,28,0
2026-13,ST03,SKU0012,44,0
2026-14,ST03,SKU0012,0,0
2026-15,ST03,SKU0012,22,0
2026-16,ST03,SKU0012,50,0
2026-17,ST03,SKU0012,43,0
2026-18,ST03,SKU0012,15,0
2026-19,ST03,SKU0012,38,0
2026-20,ST03,SKU0012,2,0
2026-21,ST03,SKU0012,0,0
2026-22,ST03,SKU0012,16,0
2025-22,ST03,SKU0013,17,3108
2025-23,ST03,SKU0013,590,2401
2025-24,ST03,SKU0013,513,1655
2025-25,ST03,SKU0013,439,1012
2025-26,ST03,SKU0013,611,337
2025-27,ST03,SKU0013,682,3255
2025-28,ST03,SKU0013,856,2586
2025-29,ST03,SKU0013,609,1929
2025-30,ST03,SKU0013,323,1296
2025-31,ST03,SKU0013,751,668
2025-32,ST03,SKU0013,779,3255
2025-33,ST03,SKU0013,544,2558
2025-34,ST03,SKU0013,916,1827
2025-35,ST03,SKU0013,882,1154
2025-36,ST03,SKU0013,467,466
2025-37,ST03,SKU0013,534,3511
2025-38,ST03,SKU0013,534,2857
2025-39,ST03,SKU0013,452,2122
2025-40,ST03,SKU0013,567,1411
2025-41,ST03,SKU0013,493,757
2025-42,ST03,SKU0013,686,79
2025-43,ST03,SKU0013,519,2810
2025-44,ST03,SKU0013,580,2035
2025-45,ST03,SKU0013,1565,1329
2025-46,ST03,SKU0013,1058,598
2025-47,ST03,SKU0013,1001,3773
2025-48,ST03,SKU0013,762,3058
2025-49,ST03,SKU0013,409,2339
2025-50,ST03,SKU0013,371,1595
2025-51,ST03,SKU0013,682,945
2025-52,ST03,SKU0013,545,302
2026-01,ST03,SKU0013,418,3324
2026-02,ST03,SKU0013,768,2586
2026-03,ST03,SKU0013,846,1285
2026-04,ST03,SKU0013,714,1461
2026-05,ST03,SKU0013,532,773
2026-06,ST03,SKU0013,586,10
2026-07,ST03,SKU0013,453,27
2026-08,ST03,SKU0013,643,976
2026-09,ST03,SKU0013,678,1770
2026-10,ST03,SKU0013,537,1119
2026-11,ST03,SKU0013,718,798
2026-12,ST03,SKU0013,822,182
2026-13,ST03,SKU0013,519,1030
2026-14,ST03,SKU0013,521,2248
2026-15,ST03,SKU0013,744,2148
2026-16,ST03,SKU0013,607,1471
2026-17,ST03,SKU0013,774,2509
2026-18,ST03,SKU0013,665,1832
2026-19,ST03,SKU0013,677,1118
2026-20,ST03,SKU0013,937,1928
2026-21,ST03,SKU0013,641,2717
2026-22,ST03,SKU0013,881,2064
2025-22,ST03,SKU0014,0,0
2025-23,ST03,SKU0014,0,0
2025-24,ST03,SKU0014,0,0
2025-25,ST03,SKU0014,0,0
2025-26,ST03,SKU0014,0,0
2025-27,ST03,SKU0014,0,0
2025-28,ST03,SKU0014,0,0
2025-29,ST03,SKU0014,0,0
2025-30,ST03,SKU0014,0,0
2025-31,ST03,SKU0014,0,0
2025-32,ST03,SKU0014,0,0
2025-33,ST03,SKU0014,0,0
2025-34,ST03,SKU0014,0,0
2025-35,ST03,SKU0014,0,0
2025-36,ST03,SKU0014,0,0
2025-37,ST03,SKU0014,0,0
2025-38,ST03,SKU0014,0,0
2025-39,ST03,SKU0014,0,0
2025-40,ST03,SKU0014,0,0
2025-41,ST03,SKU0014,0,0
2025-42,ST03,SKU0014,0,0
2025-43,ST03,SKU0014,0,0
2025-44,ST03,SKU0014,0,0
2025-45,ST03,SKU0014,0,0
2025-46,ST03,SKU0014,0,0
2025-47,ST03,SKU0014,0,0
2025-48,ST03,SKU0014,0,0
2025-49,ST03,SKU0014,0,0
2025-50,ST03,SKU0014,0,0
2025-51,ST03,SKU0014,0,0
2025-52,ST03,SKU0014,0,0
2026-01,ST03,SKU0014,0,0
2026-02,ST03,SKU0014,8,0
2026-03,ST03,SKU0014,0,0
2026-04,ST03,SKU0014,19,0
2026-05,ST03,SKU0014,17,0
2026-06,ST03,SKU0014,4,0
2026-07,ST03,SKU0014,7,0
2026-08,ST03,SKU0014,0,0
2026-09,ST03,SKU0014,16,0
2026-10,ST03,SKU0014,28,0
2026-11,ST03,SKU0014,0,0
2026-12,ST03,SKU0014,14,0
2026-13,ST03,SKU0014,41,0
2026-14,ST03,SKU0014,4,0
2026-15,ST03,SKU0014,0,0
2026-16,ST03,SKU0014,18,0
2026-17,ST03,SKU0014,8,0
2026-18,ST03,SKU0014,2,0
2026-19,ST03,SKU0014,38,0
2026-20,ST03,SKU0014,0,0
2026-21,ST03,SKU0014,0,0
2026-22,ST03,SKU0014,10,0
2025-22,ST03,SKU0015,38,584
2025-23,ST03,SKU0015,338,196
2025-24,ST03,SKU0015,342,1570
2025-25,ST03,SKU0015,482,1207
2025-26,ST03,SKU0015,285,819
2025-27,ST03,SKU0015,215,433
2025-28,ST03,SKU0015,313,50
2025-29,ST03,SKU0015,420,1184
2025-30,ST03,SKU0015,601,803
2025-31,ST03,SKU0015,275,452
2025-32,ST03,SKU0015,326,111
2025-33,ST03,SKU0015,392,1318
2025-34,ST03,SKU0015,490,925
2025-35,ST03,SKU0015,355,551
2025-36,ST03,SKU0015,491,192
2025-37,ST03,SKU0015,387,1268
2025-38,ST03,SKU0015,394,853
2025-39,ST03,SKU0015,257,490
2025-40,ST03,SKU0015,361,90
2025-41,ST03,SKU0015,450,1232
2025-42,ST03,SKU0015,409,848
2025-43,ST03,SKU0015,469,444
2025-44,ST03,SKU0015,309,48
2025-45,ST03,SKU0015,426,1211
2025-46,ST03,SKU0015,341,821
2025-47,ST03,SKU0015,379,395
2025-48,ST03,SKU0015,217,34
2025-49,ST03,SKU0015,462,1201
2025-50,ST03,SKU0015,391,876
2025-51,ST03,SKU0015,252,511
2025-52,ST03,SKU0015,335,132
2026-01,ST03,SKU0015,258,1378
2026-02,ST03,SKU0015,230,1054
2026-03,ST03,SKU0015,457,1240
2026-04,ST03,SKU0015,355,905
2026-05,ST03,SKU0015,415,689
2026-06,ST03,SKU0015,387,298
2026-07,ST03,SKU0015,399,249
2026-08,ST03,SKU0015,382,1455
2026-09,ST03,SKU0015,453,1074
2026-10,ST03,SKU0015,495,698
2026-11,ST03,SKU0015,284,314
2026-12,ST03,SKU0015,449,1616
2026-13,ST03,SKU0015,317,1008
2026-14,ST03,SKU0015,736,633
2026-15,ST03,SKU0015,192,1545
2026-16,ST03,SKU0015,288,1153
2026-17,ST03,SKU0015,338,779
2026-18,ST03,SKU0015,266,447
2026-19,ST03,SKU0015,328,132
2026-20,ST03,SKU0015,349,1368
2026-21,ST03,SKU0015,288,987
2026-22,ST03,SKU0015,411,567
2025-22,ST03,SKU0016,0,85
2025-23,ST03,SKU0016,33,34
2025-24,ST03,SKU0016,30,271
2025-25,ST03,SKU0016,18,228
2025-26,ST03,SKU0016,28,178
2025-27,ST03,SKU0016,31,127
2025-28,ST03,SKU0016,32,83
2025-29,ST03,SKU0016,7,34
2025-30,ST03,SKU0016,23,274
2025-31,ST03,SKU0016,19,221
2025-32,ST03,SKU0016,23,170
2025-33,ST03,SKU0016,22,120
2025-34,ST03,SKU0016,19,71
2025-35,ST03,SKU0016,9,23
2025-36,ST03,SKU0016,10,247
2025-37,ST03,SKU0016,18,198
2025-38,ST03,SKU0016,38,148
2025-39,ST03,SKU0016,12,94
2025-40,ST03,SKU0016,24,43
2025-41,ST03,SKU0016,11,284
2025-42,ST03,SKU0016,41,236
2025-43,ST03,SKU0016,28,187
2025-44,ST03,SKU0016,44,139
2025-45,ST03,SKU0016,18,87
2025-46,ST03,SKU0016,25,36
2025-47,ST03,SKU0016,0,276
2025-48,ST03,SKU0016,48,229
2025-49,ST03,SKU0016,3,182
2025-50,ST03,SKU0016,11,136
2025-51,ST03,SKU0016,5,86
2025-52,ST03,SKU0016,19,37
2026-01,ST03,SKU0016,42,135
2026-02,ST03,SKU0016,43,84
2026-03,ST03,SKU0016,108,37
2026-04,ST03,SKU0016,49,273
2026-05,ST03,SKU0016,65,225
2026-06,ST03,SKU0016,108,171
2026-07,ST03,SKU0016,17,122
2026-08,ST03,SKU0016,17,75
2026-09,ST03,SKU0016,18,24
2026-10,ST03,SKU0016,42,267
2026-11,ST03,SKU0016,32,223
2026-12,ST03,SKU0016,43,170
2026-13,ST03,SKU0016,28,124
2026-14,ST03,SKU0016,107,76
2026-15,ST03,SKU0016,17,32
2026-16,ST03,SKU0016,39,284
2026-17,ST03,SKU0016,72,234
2026-18,ST03,SKU0016,64,186
2026-19,ST03,SKU0016,113,140
2026-20,ST03,SKU0016,83,91
2026-21,ST03,SKU0016,42,43
2026-22,ST03,SKU0016,79,270
2025-22,ST03,SKU0017,0,0
2025-23,ST03,SKU0017,0,0
2025-24,ST03,SKU0017,0,0
2025-25,ST03,SKU0017,0,0
2025-26,ST03,SKU0017,0,0
2025-27,ST03,SKU0017,0,0
2025-28,ST03,SKU0017,0,0
2025-29,ST03,SKU0017,0,0
2025-30,ST03,SKU0017,0,0
2025-31,ST03,SKU0017,0,0
2025-32,ST03,SKU0017,0,0
2025-33,ST03,SKU0017,0,0
2025-34,ST03,SKU0017,0,0
2025-35,ST03,SKU0017,0,0
2025-36,ST03,SKU0017,0,0
2025-37,ST03,SKU0017,0,0
2025-38,ST03,SKU0017,0,0
2025-39,ST03,SKU0017,0,0
2025-40,ST03,SKU0017,0,0
2025-41,ST03,SKU0017,0,0
2025-42,ST03,SKU0017,0,0
2025-43,ST03,SKU0017,0,0
2025-44,ST03,SKU0017,0,0
2025-45,ST03,SKU0017,0,0
2025-46,ST03,SKU0017,0,0
2025-47,ST03,SKU0017,0,0
2025-48,ST03,SKU0017,0,0
2025-49,ST03,SKU0017,0,0
2025-50,ST03,SKU0017,0,0
2025-51,ST03,SKU0017,0,0
2025-52,ST03,SKU0017,0,0
2026-01,ST03,SKU0017,28,0
2026-02,ST03,SKU0017,31,0
2026-03,ST03,SKU0017,27,0
2026-04,ST03,SKU0017,76,0
2026-05,ST03,SKU0017,37,0
2026-06,ST03,SKU0017,41,0
2026-07,ST03,SKU0017,54,0
2026-08,ST03,SKU0017,11,0
2026-09,ST03,SKU0017,22,0
2026-10,ST03,SKU0017,52,0
2026-11,ST03,SKU0017,51,0
2026-12,ST03,SKU0017,100,0
2026-13,ST03,SKU0017,24,0
2026-14,ST03,SKU0017,11,0
2026-15,ST03,SKU0017,88,0
2026-16,ST03,SKU0017,136,0
2026-17,ST03,SKU0017,94,0
2026-18,ST03,SKU0017,23,0
2026-19,ST03,SKU0017,241,0
2026-20,ST03,SKU0017,0,0
2026-21,ST03,SKU0017,2,0
2026-22,ST03,SKU0017,78,0
2025-22,ST03,SKU0018,0,138
2025-23,ST03,SKU0018,2,109
2025-24,ST03,SKU0018,17,80
2025-25,ST03,SKU0018,1,53
2025-26,ST03,SKU0018,2,25
2025-27,ST03,SKU0018,2,187
2025-28,ST03,SKU0018,6,162
2025-29,ST03,SKU0018,4,139
2025-30,ST03,SKU0018,10,114
2025-31,ST03,SKU0018,6,87
2025-32,ST03,SKU0018,3,59
2025-33,ST03,SKU0018,17,31
2025-34,ST03,SKU0018,0,3
2025-35,ST03,SKU0018,13,172
2025-36,ST03,SKU0018,7,143
2025-37,ST03,SKU0018,8,118
2025-38,ST03,SKU0018,2,90
2025-39,ST03,SKU0018,10,63
2025-40,ST03,SKU0018,16,35
2025-41,ST03,SKU0018,8,10
2025-42,ST03,SKU0018,13,174
2025-43,ST03,SKU0018,7,145
2025-44,ST03,SKU0018,2,120
2025-45,ST03,SKU0018,9,93
2025-46,ST03,SKU0018,3,67
2025-47,ST03,SKU0018,6,44
2025-48,ST03,SKU0018,14,19
2025-49,ST03,SKU0018,6,181
2025-50,ST03,SKU0018,1,153
2025-51,ST03,SKU0018,0,126
2025-52,ST03,SKU0018,7,98
2026-01,ST03,SKU0018,5,70
2026-02,ST03,SKU0018,10,42
2026-03,ST03,SKU0018,9,16
2026-04,ST03,SKU0018,85,176
2026-05,ST03,SKU0018,10,147
2026-06,ST03,SKU0018,7,121
2026-07,ST03,SKU0018,46,94
2026-08,ST03,SKU0018,66,68
2026-09,ST03,SKU0018,3,42
2026-10,ST03,SKU0018,21,17
2026-11,ST03,SKU0018,2,184
2026-12,ST03,SKU0018,46,157
2026-13,ST03,SKU0018,45,131
2026-14,ST03,SKU0018,72,107
2026-15,ST03,SKU0018,27,82
2026-16,ST03,SKU0018,54,56
2026-17,ST03,SKU0018,9,29
2026-18,ST03,SKU0018,16,2
2026-19,ST03,SKU0018,24,173
2026-20,ST03,SKU0018,33,147
2026-21,ST03,SKU0018,43,85
2026-22,ST03,SKU0018,18,60
2025-22,ST03,SKU0019,0,210
2025-23,ST03,SKU0019,43,150
2025-24,ST03,SKU0019,22,100
2025-25,ST03,SKU0019,5,49
2025-26,ST03,SKU0019,15,343
2025-27,ST03,SKU0019,28,292
2025-28,ST03,SKU0019,29,235
2025-29,ST03,SKU0019,24,186
2025-30,ST03,SKU0019,6,133
2025-31,ST03,SKU0019,19,79
2025-32,ST03,SKU0019,13,29
2025-33,ST03,SKU0019,14,353
2025-34,ST03,SKU0019,10,304
2025-35,ST03,SKU0019,8,251
2025-36,ST03,SKU0019,6,199
2025-37,ST03,SKU0019,48,147
2025-38,ST03,SKU0019,20,94
2025-39,ST03,SKU0019,13,43
2025-40,ST03,SKU0019,38,371
2025-41,ST03,SKU0019,10,314
2025-42,ST03,SKU0019,28,262
2025-43,ST03,SKU0019,33,208
2025-44,ST03,SKU0019,32,153
2025-45,ST03,SKU0019,34,105
2025-46,ST03,SKU0019,11,52
2025-47,ST03,SKU0019,0,366
2025-48,ST03,SKU0019,11,310
2025-49,ST03,SKU0019,20,255
2025-50,ST03,SKU0019,31,203
2025-51,ST03,SKU0019,33,150
2025-52,ST03,SKU0019,17,94
2026-01,ST03,SKU0019,36,35
2026-02,ST03,SKU0019,178,351
2026-03,ST03,SKU0019,77,299
2026-04,ST03,SKU0019,45,247
2026-05,ST03,SKU0019,33,194
2026-06,ST03,SKU0019,47,137
2026-07,ST03,SKU0019,92,86
2026-08,ST03,SKU0019,70,36
2026-09,ST03,SKU0019,51,368
2026-10,ST03,SKU0019,79,320
2026-11,ST03,SKU0019,34,267
2026-12,ST03,SKU0019,97,211
2026-13,ST03,SKU0019,45,135
2026-14,ST03,SKU0019,76,86
2026-15,ST03,SKU0019,87,35
2026-16,ST03,SKU0019,24,324
2026-17,ST03,SKU0019,70,267
2026-18,ST03,SKU0019,83,213
2026-19,ST03,SKU0019,37,160
2026-20,ST03,SKU0019,40,111
2026-21,ST03,SKU0019,41,56
2026-22,ST03,SKU0019,66,2
2025-22,ST03,SKU0020,0,0
2025-23,ST03,SKU0020,0,0
2025-24,ST03,SKU0020,0,0
2025-25,ST03,SKU0020,0,0
2025-26,ST03,SKU0020,0,0
2025-27,ST03,SKU0020,0,0
2025-28,ST03,SKU0020,0,0
2025-29,ST03,SKU0020,0,0
2025-30,ST03,SKU0020,0,0
2025-31,ST03,SKU0020,0,0
2025-32,ST03,SKU0020,0,0
2025-33,ST03,SKU0020,0,0
2025-34,ST03,SKU0020,0,0
2025-35,ST03,SKU0020,0,0
2025-36,ST03,SKU0020,0,0
2025-37,ST03,SKU0020,0,0
2025-38,ST03,SKU0020,0,0
2025-39,ST03,SKU0020,0,0
2025-40,ST03,SKU0020,0,0
2025-41,ST03,SKU0020,0,0
2025-42,ST03,SKU0020,0,0
2025-43,ST03,SKU0020,0,0
2025-44,ST03,SKU0020,0,0
2025-45,ST03,SKU0020,0,0
2025-46,ST03,SKU0020,0,0
2025-47,ST03,SKU0020,0,0
2025-48,ST03,SKU0020,0,0
2025-49,ST03,SKU0020,0,0
2025-50,ST03,SKU0020,0,0
2025-51,ST03,SKU0020,0,0
2025-52,ST03,SKU0020,0,0
2026-01,ST03,SKU0020,9,0
2026-02,ST03,SKU0020,13,0
2026-03,ST03,SKU0020,0,0
2026-04,ST03,SKU0020,6,0
2026-05,ST03,SKU0020,2,0
2026-06,ST03,SKU0020,0,0
2026-07,ST03,SKU0020,30,0
2026-08,ST03,SKU0020,33,0
2026-09,ST03,SKU0020,0,0
2026-10,ST03,SKU0020,39,0
2026-11,ST03,SKU0020,45,0
2026-12,ST03,SKU0020,0,0
2026-13,ST03,SKU0020,0,0
2026-14,ST03,SKU0020,2,0
2026-15,ST03,SKU0020,11,0
2026-16,ST03,SKU0020,0,0
2026-17,ST03,SKU0020,13,0
2026-18,ST03,SKU0020,53,0
2026-19,ST03,SKU0020,0,0
2026-20,ST03,SKU0020,0,0
2026-21,ST03,SKU0020,4,0
2026-22,ST03,SKU0020,20,0
2025-22,ST03,SKU0021,9,167
2025-23,ST03,SKU0021,82,106
2025-24,ST03,SKU0021,32,39
2025-25,ST03,SKU0021,27,357
2025-26,ST03,SKU0021,73,292
2025-27,ST03,SKU0021,91,230
2025-28,ST03,SKU0021,40,160
2025-29,ST03,SKU0021,38,94
2025-30,ST03,SKU0021,36,32
2025-31,ST03,SKU0021,24,327
2025-32,ST03,SKU0021,23,263
2025-33,ST03,SKU0021,3,198
2025-34,ST03,SKU0021,21,136
2025-35,ST03,SKU0021,20,65
2025-36,ST03,SKU0021,21,367
2025-37,ST03,SKU0021,29,308
2025-38,ST03,SKU0021,47,248
2025-39,ST03,SKU0021,35,178
2025-40,ST03,SKU0021,41,113
2025-41,ST03,SKU0021,40,52
2025-42,ST03,SKU0021,55,341
2025-43,ST03,SKU0021,39,277
2025-44,ST03,SKU0021,65,206
2025-45,ST03,SKU0021,29,144
2025-46,ST03,SKU0021,8,74
2025-47,ST03,SKU0021,59,3
2025-48,ST03,SKU0021,63,339
2025-49,ST03,SKU0021,11,279
2025-50,ST03,SKU0021,20,220
2025-51,ST03,SKU0021,18,159
2025-52,ST03,SKU0021,54,97
2026-01,ST03,SKU0021,55,32
2026-02,ST03,SKU0021,60,334
2026-03,ST03,SKU0021,47,270
2026-04,ST03,SKU0021,32,208
