antecedent_sku,consequent_sku,support_antecedent,support_consequent,support_pair,confidence,lift,co_occurrence_count
SKU0015,SKU0010,0.050377,0.049938,0.002553,0.050669,1.014658,772
SKU0015,SKU0038,0.050377,0.049878,0.002516,0.049947,1.001393,761
SKU0015,SKU0027,0.050377,0.049736,0.002506,0.049751,1.000297,758
SKU0015,SKU0006,0.050377,0.049908,0.002477,0.04916,0.985015,749
SKU0015,SKU0041,0.050377,0.049749,0.002374,0.047125,0.947259,718
SKU0015,SKU0049,0.050377,0.04999,0.001941,0.038527,0.770691,587
SKU0015,SKU0017,0.050377,0.013924,0.000476,0.009451,0.678801,144
SKU0015,SKU0016,0.050377,0.013484,0.00046,0.009123,0.676602,139
SKU0015,SKU0042,0.050377,0.016893,0.000565,0.011223,0.664394,171
SKU0015,SKU0033,0.050377,0.055443,0.001782,0.035377,0.638077,539
SKU0015,SKU0044,0.050377,0.054682,0.00166,0.032948,0.60254,502
SKU0015,SKU0031,0.050377,0.019723,0.000569,0.011289,0.572379,172
SKU0015,SKU0024,0.050377,0.054785,0.001534,0.030454,0.555888,464
SKU0015,SKU0013,0.050377,0.05542,0.001538,0.03052,0.550704,465
SKU0015,SKU0028,0.050377,0.020345,0.000555,0.011027,0.541986,168
SKU0015,SKU0040,0.050377,0.054699,0.001475,0.029273,0.535163,446
SKU0015,SKU0007,0.050377,0.014555,0.000387,0.007679,0.527596,117
SKU0015,SKU0056,0.050377,0.020533,0.000529,0.010501,0.511439,160
SKU0015,SKU0054,0.050377,0.021899,0.000539,0.010698,0.488538,163
SKU0015,SKU0051,0.050377,0.025328,0.000612,0.012142,0.479411,185
SKU0015,SKU0025,0.050377,0.021773,0.000499,0.009911,0.455184,151
SKU0015,SKU0018,0.050377,0.005707,0.000126,0.002494,0.437027,38
SKU0015,SKU0029,0.050377,0.025202,0.000489,0.009714,0.385441,148
SKU0015,SKU0050,0.050377,0.022464,0.000433,0.008598,0.382746,131
SKU0015,SKU0058,0.050377,0.02294,0.000407,0.008073,0.351914,123
SKU0015,SKU0057,0.050377,0.027718,0.000483,0.009583,0.345715,146
SKU0015,SKU0012,0.050377,0.005142,8.9e-05,0.001772,0.344666,27
SKU0015,SKU0009,0.050377,0.023932,0.000403,0.008007,0.334585,122
SKU0015,SKU0052,0.050377,0.012614,0.000149,0.002954,0.234144,45
SKU0015,SKU0022,0.050377,0.013494,0.000149,0.002954,0.218883,45
SKU0015,SKU0019,0.050377,0.012548,0.000136,0.002691,0.214456,41
SKU0015,SKU0060,0.050377,0.016251,0.000172,0.003413,0.210013,52
SKU0015,SKU0045,0.050377,0.016324,0.000162,0.003216,0.197015,49
SKU0015,SKU0021,0.050377,0.020484,0.000169,0.003347,0.163416,51
SKU0015,SKU0059,0.050377,0.006481,5.3e-05,0.00105,0.162043,16
SKU0015,SKU0032,0.050377,0.035862,0.000291,0.005776,0.161057,88
SKU0015,SKU0026,0.050377,0.033742,0.000255,0.005054,0.149776,77
SKU0015,SKU0036,0.050377,0.008524,6.3e-05,0.001247,0.146297,19
SKU0015,SKU0048,0.050377,0.010528,7.6e-05,0.00151,0.14339,23
SKU0015,SKU0046,0.050377,0.019363,0.000139,0.002757,0.142368,42
SKU0015,SKU0039,0.050377,0.020533,0.000142,0.002822,0.137449,43
SKU0015,SKU0001,0.050377,0.009,6e-05,0.001181,0.131265,18
SKU0015,SKU0037,0.050377,0.008131,5e-05,0.000985,0.121087,15
SKU0016,SKU0010,0.013484,0.049938,0.000516,0.038254,0.766038,156
SKU0016,SKU0027,0.013484,0.049736,0.00046,0.034085,0.685328,139
SKU0016,SKU0038,0.013484,0.049878,0.000456,0.03384,0.678458,138
SKU0016,SKU0002,0.013484,0.049901,0.000456,0.03384,0.678143,138
SKU0016,SKU0015,0.013484,0.050377,0.00046,0.034085,0.676602,139
SKU0016,SKU0017,0.013484,0.013924,0.000116,0.008583,0.616413,35
SKU0016,SKU0041,0.013484,0.049749,0.000413,0.030652,0.616138,125
SKU0016,SKU0006,0.013484,0.049908,0.00041,0.030407,0.609265,124
SKU0016,SKU0028,0.013484,0.020345,0.000132,0.009809,0.482128,40
SKU0016,SKU0040,0.013484,0.054699,0.000341,0.025257,0.461756,103
SKU0016,SKU0049,0.013484,0.04999,0.000298,0.02207,0.441478,90
SKU0016,SKU0056,0.013484,0.020533,0.000116,0.008583,0.41799,35
SKU0016,SKU0025,0.013484,0.021773,0.000116,0.008583,0.394186,35
SKU0016,SKU0042,0.013484,0.016893,8.9e-05,0.006621,0.391938,27
SKU0016,SKU0044,0.013484,0.054682,0.000288,0.021334,0.390144,87
SKU0016,SKU0033,0.013484,0.055443,0.000268,0.019863,0.358256,81
SKU0016,SKU0031,0.013484,0.019723,9.3e-05,0.006866,0.348126,28
SKU0016,SKU0013,0.013484,0.05542,0.000245,0.018146,0.327432,74
SKU0016,SKU0024,0.013484,0.054785,0.000238,0.017656,0.322274,72
SKU0016,SKU0007,0.013484,0.014555,6.3e-05,0.004659,0.320105,19
SKU0016,SKU0050,0.013484,0.022464,9.6e-05,0.007111,0.316564,29
SKU0016,SKU0054,0.013484,0.021899,9.3e-05,0.006866,0.31354,28
SKU0016,SKU0018,0.013484,0.005707,2.3e-05,0.001717,0.300778,7
SKU0016,SKU0051,0.013484,0.025328,9.3e-05,0.006866,0.271093,28
SKU0016,SKU0009,0.013484,0.023932,7.9e-05,0.005885,0.245913,24
SKU0016,SKU0058,0.013484,0.02294,7.3e-05,0.005395,0.235168,22
SKU0016,SKU0060,0.013484,0.016251,5e-05,0.003678,0.226338,15
SKU0016,SKU0029,0.013484,0.025202,7.3e-05,0.005395,0.214064,22
SKU0016,SKU0057,0.013484,0.027718,7.9e-05,0.005885,0.212325,24
SKU0016,SKU0012,0.013484,0.005142,1.3e-05,0.000981,0.190774,4
SKU0016,SKU0045,0.013484,0.016324,3.6e-05,0.002697,0.165241,11
SKU0016,SKU0048,0.013484,0.010528,2.3e-05,0.001717,0.163047,7
SKU0016,SKU0022,0.013484,0.013494,2e-05,0.001471,0.109037,6
SKU0016,SKU0026,0.013484,0.033742,4.6e-05,0.003433,0.101743,14
SKU0016,SKU0019,0.013484,0.012548,1.7e-05,0.001226,0.097712,5
SKU0016,SKU0052,0.013484,0.012614,1.7e-05,0.001226,0.0972,5
SKU0016,SKU0039,0.013484,0.020533,2.6e-05,0.001962,0.095541,8
SKU0016,SKU0037,0.013484,0.008131,1e-05,0.000736,0.09048,3
SKU0016,SKU0036,0.013484,0.008524,1e-05,0.000736,0.086303,3
SKU0016,SKU0032,0.013484,0.035862,4e-05,0.002943,0.082054,12
SKU0016,SKU0046,0.013484,0.019363,2e-05,0.001471,0.075987,6
SKU0016,SKU0021,0.013484,0.020484,2e-05,0.001471,0.071829,6
SKU0016,SKU0059,0.013484,0.006481,3e-06,0.000245,0.037838,1
SKU0016,SKU0001,0.013484,0.009,3e-06,0.000245,0.027246,1
SKU0017,SKU0006,0.013924,0.049908,0.000536,0.038471,0.770836,162
SKU0017,SKU0027,0.013924,0.049736,0.000483,0.034671,0.697105,146
SKU0017,SKU0015,0.013924,0.050377,0.000476,0.034196,0.678801,144
SKU0017,SKU0010,0.013924,0.049938,0.00045,0.032296,0.646736,136
SKU0017,SKU0038,0.013924,0.049878,0.000436,0.031346,0.628463,132
SKU0017,SKU0016,0.013924,0.013484,0.000116,0.008312,0.616413,35
SKU0017,SKU0002,0.013924,0.049901,0.00042,0.030159,0.604377,127
SKU0017,SKU0041,0.013924,0.049749,0.000384,0.027547,0.553717,116
SKU0017,SKU0049,0.013924,0.04999,0.00038,0.027309,0.546293,115
SKU0017,SKU0013,0.013924,0.05542,0.000324,0.023272,0.41993,98
SKU0017,SKU0040,0.013924,0.054699,0.000301,0.02161,0.395074,91
SKU0017,SKU0042,0.013924,0.016893,8.3e-05,0.005937,0.351443,25
SKU0017,SKU0033,0.013924,0.055443,0.000265,0.018998,0.342657,80
SKU0017,SKU0031,0.013924,0.019723,9.3e-05,0.006649,0.337131,28
SKU0017,SKU0009,0.013924,0.023932,0.000109,0.007837,0.327451,33
SKU0017,SKU0007,0.013924,0.014555,6.3e-05,0.004512,0.309995,19
SKU0017,SKU0024,0.013924,0.054785,0.000235,0.016861,0.307761,71
SKU0017,SKU0044,0.013924,0.054682,0.000228,0.016386,0.299652,69
SKU0017,SKU0050,0.013924,0.022464,9.3e-05,0.006649,0.295994,28
SKU0017,SKU0054,0.013924,0.021899,8.9e-05,0.006412,0.292793,27
SKU0017,SKU0012,0.013924,0.005142,2e-05,0.001425,0.277123,6
SKU0017,SKU0025,0.013924,0.021773,8.3e-05,0.005937,0.272669,25
SKU0017,SKU0028,0.013924,0.020345,7.6e-05,0.005462,0.268468,23
SKU0017,SKU0018,0.013924,0.005707,2e-05,0.001425,0.249667,6
SKU0017,SKU0051,0.013924,0.025328,8.3e-05,0.005937,0.234403,25
SKU0017,SKU0056,0.013924,0.020533,6.6e-05,0.004749,0.231307,20
SKU0017,SKU0048,0.013924,0.010528,2.6e-05,0.0019,0.180455,8
SKU0017,SKU0022,0.013924,0.013494,3.3e-05,0.002375,0.175989,10
SKU0017,SKU0037,0.013924,0.008131,2e-05,0.001425,0.175244,6
SKU0017,SKU0057,0.013924,0.027718,6.6e-05,0.004749,0.171349,20
SKU0017,SKU0058,0.013924,0.02294,5e-05,0.003562,0.155277,15
SKU0017,SKU0019,0.013924,0.012548,2.6e-05,0.0019,0.151401,8
SKU0017,SKU0039,0.013924,0.020533,4.3e-05,0.003087,0.15035,13
SKU0017,SKU0059,0.013924,0.006481,1.3e-05,0.00095,0.146573,4
SKU0017,SKU0029,0.013924,0.025202,4.6e-05,0.003325,0.13192,14
SKU0017,SKU0032,0.013924,0.035862,5.3e-05,0.0038,0.10595,16
SKU0017,SKU0060,0.013924,0.016251,2.3e-05,0.001662,0.102288,7
SKU0017,SKU0052,0.013924,0.012614,1.7e-05,0.001187,0.09413,5
SKU0017,SKU0021,0.013924,0.020484,2.6e-05,0.0019,0.092747,8
SKU0017,SKU0045,0.013924,0.016324,2e-05,0.001425,0.087285,6
SKU0017,SKU0046,0.013924,0.019363,2.3e-05,0.001662,0.085852,7
SKU0017,SKU0026,0.013924,0.033742,3e-05,0.002137,0.06334,9
SKU0017,SKU0036,0.013924,0.008524,3e-06,0.000237,0.027859,1
SKU0017,SKU0001,0.013924,0.009,3e-06,0.000237,0.026385,1
SKU0018,SKU0033,0.005707,0.055443,0.00043,0.075319,1.358494,130
SKU0018,SKU0013,0.005707,0.05542,0.000364,0.063731,1.149975,110
SKU0018,SKU0012,0.005707,0.005142,3.3e-05,0.005794,1.126848,10
SKU0018,SKU0029,0.005707,0.025202,0.000129,0.022596,0.896585,39
SKU0018,SKU0057,0.005707,0.027718,0.000116,0.020278,0.731584,35
SKU0018,SKU0049,0.005707,0.04999,0.000185,0.032445,0.649024,56
SKU0018,SKU0040,0.005707,0.054699,0.000192,0.033604,0.614341,58
SKU0018,SKU0045,0.005707,0.016324,5.6e-05,0.009849,0.603367,17
SKU0018,SKU0060,0.005707,0.016251,5.3e-05,0.00927,0.570416,16
SKU0018,SKU0046,0.005707,0.019363,6.3e-05,0.011008,0.568523,19
SKU0018,SKU0025,0.005707,0.021773,6.9e-05,0.012167,0.558803,21
SKU0018,SKU0044,0.005707,0.054682,0.000159,0.02781,0.508574,48
SKU0018,SKU0024,0.005707,0.054785,0.000149,0.026072,0.475896,45
SKU0018,SKU0006,0.005707,0.049908,0.000126,0.022016,0.441138,38
SKU0018,SKU0015,0.005707,0.050377,0.000126,0.022016,0.437027,38
SKU0018,SKU0054,0.005707,0.021899,5.3e-05,0.00927,0.423312,16
SKU0018,SKU0038,0.005707,0.049878,0.000119,0.020857,0.41817,36
SKU0018,SKU0031,0.005707,0.019723,4.6e-05,0.008111,0.411257,14
SKU0018,SKU0027,0.005707,0.049736,0.000116,0.020278,0.407716,35
SKU0018,SKU0002,0.005707,0.049901,0.000116,0.020278,0.406365,35
SKU0018,SKU0039,0.005707,0.020533,4.6e-05,0.008111,0.395032,14
SKU0018,SKU0021,0.005707,0.020484,4.3e-05,0.007532,0.367703,13
SKU0018,SKU0041,0.005707,0.049749,9.9e-05,0.017381,0.349378,30
SKU0018,SKU0028,0.005707,0.020345,4e-05,0.006952,0.341735,12
SKU0018,SKU0056,0.005707,0.020533,4e-05,0.006952,0.338599,12
SKU0018,SKU0050,0.005707,0.022464,4.3e-05,0.007532,0.335284,13
SKU0018,SKU0010,0.005707,0.049938,9.3e-05,0.016222,0.324856,28
SKU0018,SKU0051,0.005707,0.025328,4.6e-05,0.008111,0.320254,14
SKU0018,SKU0009,0.005707,0.023932,4.3e-05,0.007532,0.314717,13
SKU0018,SKU0042,0.005707,0.016893,3e-05,0.005214,0.308676,9
SKU0018,SKU0016,0.005707,0.013484,2.3e-05,0.004056,0.300778,7
SKU0018,SKU0059,0.005707,0.006481,1e-05,0.001738,0.268201,3
SKU0018,SKU0001,0.005707,0.009,1.3e-05,0.002317,0.257494,4
SKU0018,SKU0058,0.005707,0.02294,3.3e-05,0.005794,0.252558,10
SKU0018,SKU0017,0.005707,0.013924,2e-05,0.003476,0.249667,6
SKU0018,SKU0007,0.005707,0.014555,2e-05,0.003476,0.238834,6
SKU0018,SKU0037,0.005707,0.008131,1e-05,0.001738,0.213776,3
SKU0018,SKU0032,0.005707,0.035862,4.3e-05,0.007532,0.210024,13
SKU0018,SKU0036,0.005707,0.008524,1e-05,0.001738,0.203908,3
SKU0018,SKU0026,0.005707,0.033742,3.3e-05,0.005794,0.171705,10
SKU0018,SKU0019,0.005707,0.012548,1e-05,0.001738,0.138518,3
SKU0018,SKU0052,0.005707,0.012614,1e-05,0.001738,0.137791,3
SKU0018,SKU0022,0.005707,0.013494,7e-06,0.001159,0.085873,2
SKU0019,SKU0022,0.012548,0.013494,0.000747,0.059552,4.41333,226
SKU0019,SKU0052,0.012548,0.012614,0.000668,0.053228,4.219698,202
SKU0019,SKU0059,0.012548,0.006481,0.000162,0.012912,1.992345,49
SKU0019,SKU0037,0.012548,0.008131,0.000142,0.011331,1.393588,43
SKU0019,SKU0036,0.012548,0.008524,0.000139,0.011067,1.298348,42
SKU0019,SKU0026,0.012548,0.033742,0.000532,0.042424,1.257296,161
SKU0019,SKU0032,0.012548,0.035862,0.000503,0.040053,1.11686,152
SKU0019,SKU0001,0.012548,0.009,0.000119,0.009486,1.053996,36
SKU0019,SKU0048,0.012548,0.010528,0.000139,0.011067,1.051237,42
SKU0019,SKU0049,0.012548,0.04999,0.00045,0.035837,0.71687,136
SKU0019,SKU0028,0.012548,0.020345,0.000162,0.012912,0.634649,49
SKU0019,SKU0056,0.012548,0.020533,0.000149,0.011858,0.577491,45
SKU0019,SKU0042,0.012548,0.016893,0.000109,0.008696,0.514757,33
SKU0019,SKU0054,0.012548,0.021899,0.000132,0.01054,0.481315,40
SKU0019,SKU0031,0.012548,0.019723,0.000119,0.009486,0.480968,36
SKU0019,SKU0051,0.012548,0.025328,0.000129,0.010277,0.405752,39
SKU0019,SKU0050,0.012548,0.022464,0.000103,0.008169,0.363631,31
SKU0019,SKU0025,0.012548,0.021773,8.9e-05,0.007115,0.326763,27
SKU0019,SKU0006,0.012548,0.049908,0.000162,0.012912,0.258712,49
SKU0019,SKU0044,0.012548,0.054682,0.000162,0.012912,0.236123,49
SKU0019,SKU0041,0.012548,0.049749,0.000136,0.010804,0.217164,41
SKU0019,SKU0024,0.012548,0.054785,0.000149,0.011858,0.216442,45
SKU0019,SKU0015,0.012548,0.050377,0.000136,0.010804,0.214456,41
SKU0019,SKU0010,0.012548,0.049938,0.000126,0.010013,0.200514,38
SKU0019,SKU0033,0.012548,0.055443,0.000136,0.010804,0.194862,41
SKU0019,SKU0027,0.012548,0.049736,0.000109,0.008696,0.174837,33
SKU0019,SKU0038,0.012548,0.049878,0.000109,0.008696,0.174338,33
SKU0019,SKU0002,0.012548,0.049901,0.000109,0.008696,0.174258,33
SKU0019,SKU0040,0.012548,0.054699,0.000112,0.008959,0.163791,34
SKU0019,SKU0013,0.012548,0.05542,0.000112,0.008959,0.16166,34
SKU0019,SKU0021,0.012548,0.020484,4e-05,0.003162,0.154371,12
SKU0019,SKU0039,0.012548,0.020533,4e-05,0.003162,0.153998,12
SKU0019,SKU0017,0.012548,0.013924,2.6e-05,0.002108,0.151401,8
SKU0019,SKU0060,0.012548,0.016251,3e-05,0.002372,0.14593,9
SKU0019,SKU0018,0.012548,0.005707,1e-05,0.000791,0.138518,3
SKU0019,SKU0057,0.012548,0.027718,4.3e-05,0.003426,0.123586,13
SKU0019,SKU0046,0.012548,0.019363,3e-05,0.002372,0.12248,9
SKU0019,SKU0029,0.012548,0.025202,3.6e-05,0.002899,0.115013,11
SKU0019,SKU0045,0.012548,0.016324,2.3e-05,0.001845,0.112995,7
SKU0019,SKU0009,0.012548,0.023932,3.3e-05,0.002635,0.110105,10
SKU0019,SKU0016,0.012548,0.013484,1.7e-05,0.001318,0.097712,5
SKU0019,SKU0007,0.012548,0.014555,1.7e-05,0.001318,0.09052,5
SKU0019,SKU0058,0.012548,0.02294,1.7e-05,0.001318,0.057433,5
SKU0019,SKU0012,0.012548,0.005142,3e-06,0.000264,0.05125,1
SKU0021,SKU0045,0.020484,0.016324,0.000714,0.034867,2.135923,216
SKU0021,SKU0060,0.020484,0.016251,0.000658,0.032123,1.976626,199
SKU0021,SKU0046,0.020484,0.019363,0.000694,0.033898,1.750706,210
SKU0021,SKU0039,0.020484,0.020533,0.000734,0.035835,1.745245,222
SKU0021,SKU0033,0.020484,0.055443,0.000863,0.042131,0.759896,261
SKU0021,SKU0012,0.020484,0.005142,7.6e-05,0.003713,0.722092,23
SKU0021,SKU0013,0.020484,0.05542,0.000774,0.037772,0.681571,234
SKU0021,SKU0029,0.020484,0.025202,0.000341,0.016626,0.659726,103
SKU0021,SKU0059,0.020484,0.006481,8.6e-05,0.004197,0.647608,26
SKU0021,SKU0037,0.020484,0.008131,9.9e-05,0.004843,0.595604,30
SKU0021,SKU0026,0.020484,0.033742,0.0004,0.019532,0.578852,121
SKU0021,SKU0057,0.020484,0.027718,0.000314,0.015335,0.553247,95
SKU0021,SKU0036,0.020484,0.008524,8.9e-05,0.004358,0.5113,27
SKU0021,SKU0032,0.020484,0.035862,0.000337,0.016465,0.459119,102
SKU0021,SKU0001,0.020484,0.009,7.6e-05,0.003713,0.41251,23
SKU0021,SKU0018,0.020484,0.005707,4.3e-05,0.002098,0.367703,13
SKU0021,SKU0044,0.020484,0.054682,0.000387,0.018886,0.345381,117
SKU0021,SKU0040,0.020484,0.054699,0.000341,0.016626,0.303961,103
SKU0021,SKU0024,0.020484,0.054785,0.000334,0.016303,0.297591,101
SKU0021,SKU0048,0.020484,0.010528,5.3e-05,0.002583,0.245325,16
SKU0021,SKU0058,0.020484,0.02294,0.000109,0.005327,0.232207,33
SKU0021,SKU0049,0.020484,0.04999,0.000235,0.011461,0.229261,71
SKU0021,SKU0006,0.020484,0.049908,0.000208,0.010169,0.203766,63
SKU0021,SKU0042,0.020484,0.016893,6.6e-05,0.003228,0.191113,20
SKU0021,SKU0041,0.020484,0.049749,0.000175,0.008555,0.171969,53
SKU0021,SKU0015,0.020484,0.050377,0.000169,0.008232,0.163416,51
SKU0021,SKU0009,0.020484,0.023932,7.9e-05,0.003874,0.161878,24
SKU0021,SKU0027,0.020484,0.049736,0.000159,0.007748,0.155787,48
SKU0021,SKU0031,0.020484,0.019723,6.3e-05,0.003067,0.155503,19
SKU0021,SKU0019,0.020484,0.012548,4e-05,0.001937,0.154371,12
SKU0021,SKU0010,0.020484,0.049938,0.000155,0.007587,0.151925,47
SKU0021,SKU0056,0.020484,0.020533,6.3e-05,0.003067,0.149368,19
SKU0021,SKU0025,0.020484,0.021773,6.6e-05,0.003228,0.148275,20
SKU0021,SKU0038,0.020484,0.049878,0.000149,0.007264,0.145634,45
SKU0021,SKU0002,0.020484,0.049901,0.000145,0.007103,0.142331,44
SKU0021,SKU0050,0.020484,0.022464,6.3e-05,0.003067,0.136528,19
SKU0021,SKU0028,0.020484,0.020345,5.6e-05,0.002744,0.134883,17
SKU0021,SKU0051,0.020484,0.025328,6.9e-05,0.00339,0.13384,21
SKU0021,SKU0054,0.020484,0.021899,5.6e-05,0.002744,0.125311,17
SKU0021,SKU0007,0.020484,0.014555,3.3e-05,0.001614,0.110903,10
SKU0021,SKU0017,0.020484,0.013924,2.6e-05,0.001291,0.092747,8
SKU0021,SKU0052,0.020484,0.012614,2e-05,0.000969,0.076781,6
SKU0021,SKU0016,0.020484,0.013484,2e-05,0.000969,0.071829,6
SKU0021,SKU0022,0.020484,0.013494,1.7e-05,0.000807,0.059813,5
SKU0022,SKU0019,0.013494,0.012548,0.000747,0.055379,4.41333,226
SKU0022,SKU0052,0.013494,0.012614,0.000727,0.053908,4.27364,220
SKU0022,SKU0059,0.013494,0.006481,0.000155,0.011517,1.777099,47
SKU0022,SKU0037,0.013494,0.008131,0.000155,0.011517,1.416476,47
SKU0022,SKU0026,0.013494,0.033742,0.000632,0.046802,1.387044,191
SKU0022,SKU0032,0.013494,0.035862,0.000622,0.046067,1.284571,188
SKU0022,SKU0001,0.013494,0.009,0.000142,0.010537,1.170712,43
SKU0022,SKU0048,0.013494,0.010528,0.000155,0.011517,1.093943,47
SKU0022,SKU0036,0.013494,0.008524,0.000116,0.008576,1.006132,35
SKU0022,SKU0049,0.013494,0.04999,0.000476,0.035285,0.705845,144
SKU0022,SKU0028,0.013494,0.020345,0.000159,0.011762,0.578128,48
SKU0022,SKU0042,0.013494,0.016893,0.000129,0.009556,0.565716,39
SKU0022,SKU0056,0.013494,0.020533,0.000145,0.010782,0.525086,44
SKU0022,SKU0031,0.013494,0.019723,0.000136,0.010047,0.509382,41
SKU0022,SKU0051,0.013494,0.025328,0.000155,0.011517,0.454715,47
SKU0022,SKU0050,0.013494,0.022464,0.000126,0.009311,0.414503,38
SKU0022,SKU0054,0.013494,0.021899,0.000122,0.009066,0.414016,37
SKU0022,SKU0025,0.013494,0.021773,0.000112,0.008331,0.382642,34
SKU0022,SKU0002,0.013494,0.049901,0.000152,0.011272,0.225882,46
SKU0022,SKU0010,0.013494,0.049938,0.000149,0.011027,0.22081,45
SKU0022,SKU0044,0.013494,0.054682,0.000162,0.012007,0.219575,49
SKU0022,SKU0015,0.013494,0.050377,0.000149,0.011027,0.218883,45
SKU0022,SKU0006,0.013494,0.049908,0.000145,0.010782,0.216032,44
SKU0022,SKU0038,0.013494,0.049878,0.000136,0.010047,0.201423,41
SKU0022,SKU0041,0.013494,0.049749,0.000132,0.009802,0.197019,40
SKU0022,SKU0024,0.013494,0.054785,0.000145,0.010782,0.1968,44
SKU0022,SKU0012,0.013494,0.005142,1.3e-05,0.00098,0.190634,4
SKU0022,SKU0017,0.013494,0.013924,3.3e-05,0.00245,0.175989,10
SKU0022,SKU0033,0.013494,0.055443,0.000126,0.009311,0.167947,38
SKU0022,SKU0027,0.013494,0.049736,0.000109,0.008086,0.162584,33
SKU0022,SKU0040,0.013494,0.054699,0.000119,0.008821,0.161272,36
SKU0022,SKU0013,0.013494,0.05542,0.000106,0.007841,0.141488,32
SKU0022,SKU0009,0.013494,0.023932,4e-05,0.00294,0.122866,12
SKU0022,SKU0045,0.013494,0.016324,2.6e-05,0.00196,0.120087,8
SKU0022,SKU0007,0.013494,0.014555,2.3e-05,0.001715,0.117847,7
SKU0022,SKU0016,0.013494,0.013484,2e-05,0.00147,0.109037,6
SKU0022,SKU0058,0.013494,0.02294,3e-05,0.002205,0.096134,9
SKU0022,SKU0018,0.013494,0.005707,7e-06,0.00049,0.085873,2
SKU0022,SKU0039,0.013494,0.020533,2.3e-05,0.001715,0.083536,7
SKU0022,SKU0029,0.013494,0.025202,2.6e-05,0.00196,0.077784,8
SKU0022,SKU0046,0.013494,0.019363,2e-05,0.00147,0.075931,6
SKU0022,SKU0057,0.013494,0.027718,2.6e-05,0.00196,0.070723,8
SKU0022,SKU0060,0.013494,0.016251,1.3e-05,0.00098,0.060312,4
SKU0022,SKU0021,0.013494,0.020484,1.7e-05,0.001225,0.059813,5
SKU0024,SKU0040,0.054785,0.054699,0.003614,0.065967,1.205996,1093
SKU0024,SKU0044,0.054785,0.054682,0.003346,0.061078,1.11696,1012
SKU0024,SKU0059,0.054785,0.006481,0.000367,0.006699,1.03373,111
SKU0024,SKU0058,0.054785,0.02294,0.001081,0.019736,0.860307,327
SKU0024,SKU0026,0.054785,0.033742,0.001567,0.028608,0.847823,474
SKU0024,SKU0032,0.054785,0.035862,0.001544,0.028185,0.785936,467
SKU0024,SKU0036,0.054785,0.008524,0.000364,0.006639,0.778843,110
SKU0024,SKU0048,0.054785,0.010528,0.000436,0.007967,0.75673,132
SKU0024,SKU0009,0.054785,0.023932,0.000965,0.017623,0.736384,292
SKU0024,SKU0049,0.054785,0.04999,0.001984,0.036212,0.724383,600
SKU0024,SKU0033,0.054785,0.055443,0.002063,0.037661,0.679271,624
SKU0024,SKU0037,0.054785,0.008131,0.000301,0.005492,0.675496,91
SKU0024,SKU0013,0.054785,0.05542,0.001997,0.036454,0.657775,604
SKU0024,SKU0012,0.054785,0.005142,0.000169,0.003078,0.598659,51
SKU0024,SKU0001,0.054785,0.009,0.000281,0.00513,0.569995,85
SKU0024,SKU0006,0.054785,0.049908,0.001524,0.027823,0.557489,461
SKU0024,SKU0015,0.054785,0.050377,0.001534,0.028004,0.555888,464
SKU0024,SKU0002,0.054785,0.049901,0.001508,0.027521,0.551516,456
SKU0024,SKU0042,0.054785,0.016893,0.000499,0.009113,0.539487,151
SKU0024,SKU0041,0.054785,0.049749,0.001458,0.026616,0.535005,441
SKU0024,SKU0010,0.054785,0.049938,0.001415,0.025831,0.517274,428
SKU0024,SKU0038,0.054785,0.049878,0.001402,0.02559,0.513051,424
SKU0024,SKU0031,0.054785,0.019723,0.000546,0.009958,0.50491,165
SKU0024,SKU0027,0.054785,0.049736,0.001369,0.024986,0.502383,414
SKU0024,SKU0028,0.054785,0.020345,0.000546,0.009958,0.489482,165
SKU0024,SKU0029,0.054785,0.025202,0.000665,0.012131,0.481357,201
SKU0024,SKU0018,0.054785,0.005707,0.000149,0.002716,0.475896,45
SKU0024,SKU0056,0.054785,0.020533,0.000529,0.009657,0.470293,160
SKU0024,SKU0054,0.054785,0.021899,0.000562,0.01026,0.468527,170
SKU0024,SKU0057,0.054785,0.027718,0.000694,0.012674,0.457257,210
SKU0024,SKU0051,0.054785,0.025328,0.000615,0.011226,0.443225,186
SKU0024,SKU0025,0.054785,0.021773,0.000519,0.009476,0.435195,157
SKU0024,SKU0045,0.054785,0.016324,0.00038,0.006941,0.425182,115
SKU0024,SKU0050,0.054785,0.022464,0.000499,0.009113,0.405687,151
SKU0024,SKU0007,0.054785,0.014555,0.000288,0.005251,0.360752,87
SKU0024,SKU0060,0.054785,0.016251,0.000308,0.005613,0.345382,93
SKU0024,SKU0016,0.054785,0.013484,0.000238,0.004345,0.322274,72
SKU0024,SKU0017,0.054785,0.013924,0.000235,0.004285,0.307761,71
SKU0024,SKU0039,0.054785,0.020533,0.000341,0.006216,0.302751,103
SKU0024,SKU0021,0.054785,0.020484,0.000334,0.006096,0.297591,101
SKU0024,SKU0046,0.054785,0.019363,0.000314,0.005734,0.296116,95
SKU0024,SKU0019,0.054785,0.012548,0.000149,0.002716,0.216442,45
SKU0024,SKU0052,0.054785,0.012614,0.000142,0.002595,0.205738,43
SKU0024,SKU0022,0.054785,0.013494,0.000145,0.002656,0.1968,44
SKU0025,SKU0049,0.021773,0.04999,0.000731,0.033561,0.671351,221
SKU0025,SKU0052,0.021773,0.012614,0.000162,0.007441,0.589905,49
