SKU_ID,Sub_Category,ABC_Class,granularity_level,granularity_value,total_revenue,total_margin,support_in_group,avg_lift,basket_dependency_score,substitution_score,abc_signal,revenue_signal,margin_signal,support_signal,lift_signal,dependency_signal,substitution_signal,delist_score,SalesIndex,MarginIndex,VelocityIndex,InventoryEfficiency,GMROI,SentimentIndex,MarketStrengthIndex,Forecasted_Sales,Forecast_Growth_Pct,Trend_Direction,Forecast_Confidence,Health_Score,Health_Band,Delist_Band,GMROI_Band,Forecast_Band,Basket_Role,Recapture_Potential,Cannibalization_Risk,Decision,Decision_Reason,Recommended_Action,Recommendation_Narrative
SKU0016,Hair Color,B,Channel,Online,311011.29,127059.47,0.014314,0.3139,0,1.0,0.5,0.4667,0.35,0.5667,0.95,0.4917,0.8917,0.5567,0.1041,1.408,125.7939,0.4895,86.8885,0.1908,0.3804,374565.52,4.07,Upward,0.2759,0.2515,MID_HEALTH,MID_DELIST,HIGH_GMROI,GROWTH,Substitutable,1.0,0.0,KEEP_WATCH,MID_HEALTH health (0.25) and MID_DELIST delist pressure with positive forecast growth (+4.1%). Basket role 'Substitutable' justifies short-term retention pending closer monitoring.,Maintain current distribution. Set performance trigger thresholds for the next review cycle. Avoid incremental investment.,"NourishLab Anti Dandruff Hair Color 500ml is a below-average performer in Hair Color within Channel 'Online', with a health score of 0.25 and a positive forecast growth (+4.1%). While commercial KPIs are under pressure — GMROI of 87 and delist score of 0.56 — the SKU's 'Substitutable' basket position (co-purchased alongside 0 co-purchased SKUs) provides a near-term justification for retention. Immediate delisting is not recommended. Set clear performance thresholds for the next review cycle and monitor sales velocity, GMROI, and substitution behavior closely before committing to further action."
SKU0019,Treatment,B,Channel,Online,302611.86,54662.9,0.012561,0.598,0,0.0,0.5,0.4833,0.6,0.6167,0.3,0.4917,0.275,0.4908,3.139,0.7975,95.8027,0.4268,21.1207,0.4323,0.4818,373711.04,1.47,Stable,0.2878,0.3654,HIGH_HEALTH,MID_DELIST,HIGH_GMROI,FLAT,Solo,0.0,0.0,CONTINUE,"Solid commercial health (0.37), HIGH_GMROI GMROI, and flat forecast (+1.5%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"EarthTress Argan Oil Treatment 300ml is a solid B-class contributor to the Treatment assortment within Channel 'Online'. Health score of 0.37, GMROI of 21, and a flat forecast (+1.5%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0058,Hair Mask,B,Channel,Online,515008.08,149266.32,0.023187,0.3685,0,1.0,0.5,0.3167,0.3167,0.3167,0.8833,0.4917,0.8917,0.4758,0.1107,1.0283,156.341,0.5471,63.8058,0.4787,0.5182,379044.92,1.85,Stable,0.4269,0.3023,HIGH_HEALTH,MID_DELIST,HIGH_GMROI,FLAT,Substitutable,1.0,0.0,CONTINUE,"Solid commercial health (0.30), HIGH_GMROI GMROI, and flat forecast (+1.9%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"Revynce Sulphate Free Hair Mask 100ml is a solid B-class contributor to the Hair Mask assortment within Channel 'Online'. Health score of 0.30, GMROI of 64, and a flat forecast (+1.9%) confirm this SKU's core assortment role. Its 'Substitutable' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0045,Hair Oil,B,Channel,Online,352824.17,66403.16,0.016705,0.5349,0,0.0,0.5,0.4,0.5333,0.5167,0.4833,0.4917,0.275,0.4642,1.4777,0.7708,147.5234,0.5945,34.2015,0.8625,0.401,376059.62,3.91,Upward,0.4037,0.3512,HIGH_HEALTH,MID_DELIST,HIGH_GMROI,GROWTH,Solo,0.0,0.0,CONTINUE,"Solid commercial health (0.35), HIGH_GMROI GMROI, and positive forecast growth (+3.9%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"Velinea Color Protection Hair Oil 250ml is a solid B-class contributor to the Hair Oil assortment within Channel 'Online'. Health score of 0.35, GMROI of 34, and a positive forecast growth (+3.9%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0009,Hair Mask,B,Channel,Online,582041.33,182271.89,0.024288,0.3632,0,1.0,0.5,0.2833,0.2667,0.3,0.9,0.4917,0.8917,0.4583,0.1251,1.1111,143.5678,0.5023,65.4587,0.6001,0.6075,381573.54,1.04,Stable,0.308,0.3521,HIGH_HEALTH,MID_DELIST,HIGH_GMROI,FLAT,Substitutable,1.0,0.0,CONTINUE,"Solid commercial health (0.35), HIGH_GMROI GMROI, and flat forecast (+1.0%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"SilkenAura Herbal Hair Mask 200ml is a solid B-class contributor to the Hair Mask assortment within Channel 'Online'. Health score of 0.35, GMROI of 65, and a flat forecast (+1.0%) confirm this SKU's core assortment role. Its 'Substitutable' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0052,Treatment,B,Channel,Online,320560.68,80324.19,0.013232,0.6114,0,0.0,0.5,0.4333,0.5,0.6,0.2833,0.4917,0.275,0.4567,3.3251,1.1062,114.3964,0.5203,38.249,0.6654,0.2083,381369.02,3.36,Upward,0.4314,0.3727,HIGH_HEALTH,MID_DELIST,HIGH_GMROI,GROWTH,Solo,0.0,0.0,CONTINUE,"Solid commercial health (0.37), HIGH_GMROI GMROI, and positive forecast growth (+3.4%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"NourishLab Argan Oil Treatment 250ml is a solid B-class contributor to the Treatment assortment within Channel 'Online'. Health score of 0.37, GMROI of 38, and a positive forecast growth (+3.4%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0022,Treatment,B,Channel,Online,319388.86,84353.5,0.014623,0.5943,0,0.0,0.5,0.45,0.4667,0.5333,0.3167,0.4917,0.275,0.4467,3.313,1.166,119.6147,0.4886,42.9294,0.0022,0.5335,377618.48,1.61,Stable,0.3855,0.3775,HIGH_HEALTH,MID_DELIST,HIGH_GMROI,FLAT,Solo,0.0,0.0,CONTINUE,"Solid commercial health (0.38), HIGH_GMROI GMROI, and flat forecast (+1.6%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"SilkenAura Anti Dandruff Treatment 200ml is a solid B-class contributor to the Treatment assortment within Channel 'Online'. Health score of 0.38, GMROI of 43, and a flat forecast (+1.6%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0060,Hair Oil,B,Channel,Online,325942.98,104000.76,0.016866,0.5139,0,0.0,0.5,0.4167,0.4,0.5,0.5167,0.4917,0.275,0.4417,1.3651,1.3069,110.7099,0.4475,51.878,0.5449,0.2383,381725.12,2.75,Upward,0.4324,0.2998,MID_HEALTH,MID_DELIST,HIGH_GMROI,FLAT,Solo,0.0,0.0,KEEP_WATCH,MID_HEALTH health (0.30) and MID_DELIST delist pressure with flat forecast (+2.8%). Basket role 'Solo' justifies short-term retention pending closer monitoring.,Maintain current distribution. Set performance trigger thresholds for the next review cycle. Avoid incremental investment.,"VitalStrand Argan Oil Hair Oil 500ml is a below-average performer in Hair Oil within Channel 'Online', with a health score of 0.30 and a flat forecast (+2.8%). While commercial KPIs are under pressure — GMROI of 52 and delist score of 0.44 — the SKU's 'Solo' basket position (co-purchased alongside 0 co-purchased SKUs) provides a near-term justification for retention. Immediate delisting is not recommended. Set clear performance thresholds for the next review cycle and monitor sales velocity, GMROI, and substitution behavior closely before committing to further action."
SKU0046,Hair Oil,B,Channel,Online,379693.24,111407.8,0.020406,0.4408,0,0.0,0.5,0.3833,0.3667,0.4333,0.7167,0.4917,0.275,0.4383,1.5903,1.2018,130.6768,0.5056,54.2646,0.4573,0.5616,376142.13,2.66,Upward,0.4176,0.3872,HIGH_HEALTH,MID_DELIST,HIGH_GMROI,FLAT,Solo,0.0,0.0,CONTINUE,"Solid commercial health (0.39), HIGH_GMROI GMROI, and flat forecast (+2.7%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"SilkenAura Anti Hair Fall Hair Oil 150ml is a solid B-class contributor to the Hair Oil assortment within Channel 'Online'. Health score of 0.39, GMROI of 54, and a flat forecast (+2.7%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0039,Hair Oil,B,Channel,Online,550674.13,81082.71,0.020775,0.4468,0,0.0,0.5,0.3,0.4833,0.4,0.7,0.4917,0.275,0.4383,2.3064,0.6031,125.7573,0.4705,21.7141,0.6722,0.2423,375598.54,2.15,Upward,0.3718,0.283,MID_HEALTH,MID_DELIST,HIGH_GMROI,FLAT,Solo,0.0,0.0,KEEP_WATCH,MID_HEALTH health (0.28) and MID_DELIST delist pressure with flat forecast (+2.1%). Basket role 'Solo' justifies short-term retention pending closer monitoring.,Maintain current distribution. Set performance trigger thresholds for the next review cycle. Avoid incremental investment.,"VitalStrand Color Protection Hair Oil 250ml is a below-average performer in Hair Oil within Channel 'Online', with a health score of 0.28 and a flat forecast (+2.1%). While commercial KPIs are under pressure — GMROI of 22 and delist score of 0.44 — the SKU's 'Solo' basket position (co-purchased alongside 0 co-purchased SKUs) provides a near-term justification for retention. Immediate delisting is not recommended. Set clear performance thresholds for the next review cycle and monitor sales velocity, GMROI, and substitution behavior closely before committing to further action."
SKU0029,Hair Serum,B,Channel,Online,718189.34,195203.59,0.025598,0.4334,0,0.6,0.5,0.2667,0.25,0.2833,0.7667,0.4917,0.75,0.4217,0.2639,1.2173,126.2609,0.4102,47.1267,0.3544,0.3557,375727.94,4.19,Upward,0.4019,0.2527,MID_HEALTH,MID_DELIST,HIGH_GMROI,GROWTH,Substitutable,0.6,0.0,KEEP_WATCH,MID_HEALTH health (0.25) and MID_DELIST delist pressure with positive forecast growth (+4.2%). Basket role 'Substitutable' justifies short-term retention pending closer monitoring.,Maintain current distribution. Set performance trigger thresholds for the next review cycle. Avoid incremental investment.,"GlossRoot Sulphate Free Hair Serum 650ml is a below-average performer in Hair Serum within Channel 'Online', with a health score of 0.25 and a positive forecast growth (+4.2%). While commercial KPIs are under pressure — GMROI of 47 and delist score of 0.42 — the SKU's 'Substitutable' basket position (co-purchased alongside 0 co-purchased SKUs) provides a near-term justification for retention. Immediate delisting is not recommended. Set clear performance thresholds for the next review cycle and monitor sales velocity, GMROI, and substitution behavior closely before committing to further action."
SKU0057,Hair Serum,B,Channel,Online,888763.4,129248.74,0.027996,0.3984,0,0.4,0.5,0.25,0.3333,0.25,0.8333,0.4917,0.575,0.4192,0.3266,0.6513,129.1169,0.4075,21.9722,0.4313,0.7373,382738.03,3.42,Upward,0.4245,0.3126,HIGH_HEALTH,MID_DELIST,HIGH_GMROI,GROWTH,Solo,0.4,0.0,CONTINUE,"Solid commercial health (0.31), HIGH_GMROI GMROI, and positive forecast growth (+3.4%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"GlossRoot Biotin Hair Serum 150ml is a solid B-class contributor to the Hair Serum assortment within Channel 'Online'. Health score of 0.31, GMROI of 22, and a positive forecast growth (+3.4%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0021,Hair Oil,B,Channel,Online,409717.11,151581.83,0.020755,0.4375,0,0.0,0.5,0.3333,0.3,0.4167,0.75,0.4917,0.275,0.4158,1.716,1.5153,150.0574,0.5459,88.1165,0.5109,0.568,381004.19,2.07,Upward,0.3919,0.4479,HIGH_HEALTH,MID_DELIST,HIGH_GMROI,FLAT,Solo,0.0,0.0,CONTINUE,"Solid commercial health (0.45), HIGH_GMROI GMROI, and flat forecast (+2.1%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"EarthTress Color Protection Hair Oil 250ml is a solid B-class contributor to the Hair Oil assortment within Channel 'Online'. Health score of 0.45, GMROI of 88, and a flat forecast (+2.1%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0049,Conditioner,B,Channel,Online,3017606.41,725538.53,0.049718,0.5936,0,1.0,0.5,0.2,0.2,0.1583,0.3333,0.4917,0.8917,0.3504,5.1877,0.7565,174.1675,0.4761,55.1315,0.0907,0.4851,368482.5,3.26,Upward,0.3948,0.4306,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,GROWTH,Substitutable,1.0,0.0,EXPAND,HIGH_HEALTH health (0.43) with HIGH_GMROI inventory productivity and positive forecast growth (+3.3%) confirm expansion viability. Delist risk is low.,Increase shelf facings and replenishment depth. Expand distribution to under-indexed stores. Protect instock levels and prioritize service rate.,"VitalStrand Sulphate Free Conditioner 200ml is a high-performing B-class SKU in Conditioner within Channel 'Online'. Health score of 0.43, GMROI of 55, and forecasted growth of +3.3% demonstrate strong commercial momentum across all key dimensions. Market strength index of 0.49 and customer sentiment of 0.09 further reinforce the case for increased investment. Basket linkage to 0 co-purchased SKUs provides category pull. Recommend increasing shelf facings, deepening replenishment, and expanding distribution to under-indexed locations to capture incremental demand."
SKU0032,Shampoo,B,Channel,Online,1039033.72,327307.75,0.035955,0.5865,0,0.0,0.5,0.2333,0.2167,0.2167,0.35,0.4917,0.275,0.3092,2.8594,1.0307,167.5573,0.4844,77.0561,0.5787,0.2182,381476.41,4.51,Upward,0.4049,0.3536,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,GROWTH,Solo,0.0,0.0,EXPAND,HIGH_HEALTH health (0.35) with HIGH_GMROI inventory productivity and positive forecast growth (+4.5%) confirm expansion viability. Delist risk is low.,Increase shelf facings and replenishment depth. Expand distribution to under-indexed stores. Protect instock levels and prioritize service rate.,"EarthTress Argan Oil Shampoo 100ml is a high-performing B-class SKU in Shampoo within Channel 'Online'. Health score of 0.35, GMROI of 77, and forecasted growth of +4.5% demonstrate strong commercial momentum across all key dimensions. Market strength index of 0.22 and customer sentiment of 0.58 further reinforce the case for increased investment. Basket linkage to 0 co-purchased SKUs provides category pull. Recommend increasing shelf facings, deepening replenishment, and expanding distribution to under-indexed locations to capture incremental demand."
SKU0026,Shampoo,B,Channel,Online,1055866.27,288543.09,0.034236,0.6279,0,0.0,0.5,0.2167,0.2333,0.2333,0.2667,0.4917,0.275,0.3033,2.9057,0.8942,143.4937,0.4093,53.9592,0.4863,0.8546,378674.1,1.0,Stable,0.3885,0.503,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Solo,0.0,0.0,CONTINUE,"Solid commercial health (0.50), HIGH_GMROI GMROI, and flat forecast (+1.0%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"Lustra Botanix Anti Dandruff Shampoo 100ml is a solid B-class contributor to the Shampoo assortment within Channel 'Online'. Health score of 0.50, GMROI of 54, and a flat forecast (+1.0%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0010,Hair Color,A,Channel,Online,4624160.02,1119217.8,0.049456,0.4568,0,0.5556,0.0,0.15,0.15,0.1833,0.65,0.4917,0.7167,0.2733,1.548,0.8341,166.5351,0.4397,53.1789,0.4755,0.2714,379984.7,1.26,Stable,0.2982,0.2722,MID_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Substitutable,0.5556,0.0,CONTINUE,"Solid commercial health (0.27), HIGH_GMROI GMROI, and flat forecast (+1.3%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"EarthTress Argan Oil Hair Color 200ml is a solid A-class contributor to the Hair Color assortment within Channel 'Online'. Health score of 0.27, GMROI of 53, and a flat forecast (+1.3%) confirm this SKU's core assortment role. Its 'Substitutable' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0038,Hair Color,A,Channel,Online,4990061.1,1093755.42,0.048576,0.4572,0,0.4444,0.0,0.1333,0.1667,0.2,0.6333,0.4917,0.6167,0.2642,1.6705,0.7554,163.8709,0.4426,46.0012,0.3889,0.4582,373631.2,3.81,Upward,0.3906,0.3091,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,GROWTH,Solo,0.4444,0.0,EXPAND,HIGH_HEALTH health (0.31) with HIGH_GMROI inventory productivity and positive forecast growth (+3.8%) confirm expansion viability. Delist risk is low.,Increase shelf facings and replenishment depth. Expand distribution to under-indexed stores. Protect instock levels and prioritize service rate.,"EarthTress Smoothening Hair Color 100ml is a high-performing A-class SKU in Hair Color within Channel 'Online'. Health score of 0.31, GMROI of 46, and forecasted growth of +3.8% demonstrate strong commercial momentum across all key dimensions. Market strength index of 0.46 and customer sentiment of 0.39 further reinforce the case for increased investment. Basket linkage to 0 co-purchased SKUs provides category pull. Recommend increasing shelf facings, deepening replenishment, and expanding distribution to under-indexed locations to capture incremental demand."
SKU0006,Hair Color,A,Channel,Online,5430721.05,1086703.13,0.049819,0.4621,0,0.5556,0.0,0.1167,0.1833,0.1333,0.6167,0.4917,0.7167,0.2625,1.818,0.6896,172.1039,0.4596,43.0537,0.4325,0.2706,389419.11,2.78,Upward,0.3649,0.2623,MID_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Substitutable,0.5556,0.0,CONTINUE,"Solid commercial health (0.26), HIGH_GMROI GMROI, and flat forecast (+2.8%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"GlossRoot Color Protection Hair Color 100ml is a solid A-class contributor to the Hair Color assortment within Channel 'Online'. Health score of 0.26, GMROI of 43, and a flat forecast (+2.8%) confirm this SKU's core assortment role. Its 'Substitutable' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0027,Hair Color,A,Channel,Online,4032477.46,1562597.41,0.050014,0.4541,0,0.6667,0.0,0.1833,0.0667,0.1167,0.6833,0.4917,0.7667,0.2617,1.3499,1.3355,195.2756,0.527,123.5433,0.5718,0.4146,375252.17,2.71,Upward,0.3803,0.3918,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Substitutable,0.6667,0.0,CONTINUE,"Solid commercial health (0.39), HIGH_GMROI GMROI, and flat forecast (+2.7%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"EarthTress Smoothening Hair Color 300ml is a solid A-class contributor to the Hair Color assortment within Channel 'Online'. Health score of 0.39, GMROI of 124, and a flat forecast (+2.7%) confirm this SKU's core assortment role. Its 'Substitutable' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0041,Hair Color,A,Channel,Online,4249030.38,1202041.73,0.049718,0.4548,0,0.4444,0.0,0.1667,0.1,0.1583,0.6667,0.4917,0.6167,0.2546,1.4224,0.975,196.7421,0.5202,77.6151,0.7865,0.2542,378216.19,3.62,Upward,0.384,0.3373,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,GROWTH,Solo,0.4444,0.0,EXPAND,HIGH_HEALTH health (0.34) with HIGH_GMROI inventory productivity and positive forecast growth (+3.6%) confirm expansion viability. Delist risk is low.,Increase shelf facings and replenishment depth. Expand distribution to under-indexed stores. Protect instock levels and prioritize service rate.,"SilkenAura Biotin Hair Color 150ml is a high-performing A-class SKU in Hair Color within Channel 'Online'. Health score of 0.34, GMROI of 78, and forecasted growth of +3.6% demonstrate strong commercial momentum across all key dimensions. Market strength index of 0.25 and customer sentiment of 0.79 further reinforce the case for increased investment. Basket linkage to 0 co-purchased SKUs provides category pull. Recommend increasing shelf facings, deepening replenishment, and expanding distribution to under-indexed locations to capture incremental demand."
SKU0015,Hair Color,A,Channel,Online,6241269.21,1758828.94,0.050101,0.4626,0,0.5556,0.0,0.0833,0.05,0.0833,0.6,0.4917,0.7167,0.22,2.0893,0.9712,165.0047,0.4375,64.7449,0.3875,0.6256,368959.33,2.24,Upward,0.2667,0.4028,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Substitutable,0.5556,0.0,CONTINUE,"Solid commercial health (0.40), HIGH_GMROI GMROI, and flat forecast (+2.2%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"Velinea Keratin Hair Color 150ml is a solid A-class contributor to the Hair Color assortment within Channel 'Online'. Health score of 0.40, GMROI of 65, and a flat forecast (+2.2%) confirm this SKU's core assortment role. Its 'Substitutable' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0002,Hair Color,A,Channel,Online,5521057.57,1966126.37,0.050088,0.4648,0,0.4444,0.0,0.1,0.0333,0.1,0.5833,0.4917,0.6167,0.2108,1.8482,1.2273,174.804,0.4603,96.6789,0.7454,0.4281,377778.47,1.96,Stable,0.3058,0.4223,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Solo,0.4444,0.0,CONTINUE,"Solid commercial health (0.42), HIGH_GMROI GMROI, and flat forecast (+2.0%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"EarthTress Sulphate Free Hair Color 100ml is a solid A-class contributor to the Hair Color assortment within Channel 'Online'. Health score of 0.42, GMROI of 97, and a flat forecast (+2.0%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0044,Hair Mask,A,Channel,Online,6317409.09,2178029.59,0.053648,0.5556,0,0.5,0.0,0.0667,0.0,0.0667,0.4333,0.4917,0.6667,0.1825,1.3583,1.2233,159.7127,0.4292,84.0365,0.272,0.2361,380828.26,2.6,Upward,0.4122,0.2668,MID_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Substitutable,0.5,0.0,CONTINUE,"Solid commercial health (0.27), HIGH_GMROI GMROI, and flat forecast (+2.6%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"PureMane Anti Dandruff Hair Mask 200ml is a solid A-class contributor to the Hair Mask assortment within Channel 'Online'. Health score of 0.27, GMROI of 84, and a flat forecast (+2.6%) confirm this SKU's core assortment role. Its 'Substitutable' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0024,Hair Mask,A,Channel,Online,7047600.18,2066609.88,0.05403,0.5502,0,0.5,0.0,0.0333,0.0167,0.0333,0.4667,0.4917,0.6667,0.1775,1.5153,1.0404,159.228,0.4198,66.0636,0.6776,0.8606,377613.2,3.36,Upward,0.389,0.4963,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,GROWTH,Substitutable,0.5,0.0,EXPAND,HIGH_HEALTH health (0.50) with HIGH_GMROI inventory productivity and positive forecast growth (+3.4%) confirm expansion viability. Delist risk is low.,Increase shelf facings and replenishment depth. Expand distribution to under-indexed stores. Protect instock levels and prioritize service rate.,"NourishLab Argan Oil Hair Mask 400ml is a high-performing A-class SKU in Hair Mask within Channel 'Online'. Health score of 0.50, GMROI of 66, and forecasted growth of +3.4% demonstrate strong commercial momentum across all key dimensions. Market strength index of 0.86 and customer sentiment of 0.68 further reinforce the case for increased investment. Basket linkage to 0 co-purchased SKUs provides category pull. Recommend increasing shelf facings, deepening replenishment, and expanding distribution to under-indexed locations to capture incremental demand."
SKU0040,Hair Mask,A,Channel,Online,8792524.1,1479122.6,0.054259,0.5692,0,0.5,0.0,0.0,0.0833,0.0167,0.3833,0.4917,0.6667,0.1733,1.8905,0.5969,179.208,0.4657,36.2445,0.7711,0.8276,373387.67,2.07,Upward,0.3768,0.4719,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Substitutable,0.5,0.0,CONTINUE,"Solid commercial health (0.47), HIGH_GMROI GMROI, and flat forecast (+2.1%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"Velinea Argan Oil Hair Mask 300ml is a solid A-class contributor to the Hair Mask assortment within Channel 'Online'. Health score of 0.47, GMROI of 36, and a flat forecast (+2.1%) confirm this SKU's core assortment role. Its 'Substitutable' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0013,Hair Serum,A,Channel,Online,6870837.53,1168634.49,0.054017,0.5631,0,0.0,0.0,0.05,0.1167,0.05,0.4167,0.4917,0.275,0.1592,2.5251,0.7618,160.407,0.4324,32.8745,0.018,0.5716,373643.89,2.77,Upward,0.2925,0.3236,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Solo,0.0,0.0,CONTINUE,"Solid commercial health (0.32), HIGH_GMROI GMROI, and flat forecast (+2.8%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"SilkenAura Argan Oil Hair Serum 650ml is a solid A-class contributor to the Hair Serum assortment within Channel 'Online'. Health score of 0.32, GMROI of 33, and a flat forecast (+2.8%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
SKU0033,Hair Serum,A,Channel,Online,7690890.48,1134805.02,0.054507,0.5726,0,0.0,0.0,0.0167,0.1333,0.0,0.3667,0.4917,0.275,0.1433,2.8265,0.6609,172.105,0.4662,29.79,1.0,0.7337,380498.05,2.74,Upward,0.4021,0.5245,HIGH_HEALTH,LOW_DELIST,HIGH_GMROI,FLAT,Solo,0.0,0.0,CONTINUE,"Solid commercial health (0.52), HIGH_GMROI GMROI, and flat forecast (+2.7%) confirm core assortment status. Delist risk is low.",Maintain current planogram allocation and supply continuity. Protect from unnecessary rationalization pressure.,"SilkenAura Smoothening Hair Serum 500ml is a solid A-class contributor to the Hair Serum assortment within Channel 'Online'. Health score of 0.52, GMROI of 30, and a flat forecast (+2.7%) confirm this SKU's core assortment role. Its 'Solo' basket position — co-purchased alongside 0 co-purchased SKUs — further reinforces retention value. No immediate intervention is required. Prioritize planogram stability and supply continuity to protect consistent consumer availability."
